"","nome_municipio","num_habilidade","ch.total","lc.total","mt.total","cn.total","ch.acertos","lc.acertos","mt.acertos","cn.acertos","ch.acuracia","lc.acuracia","mt.acuracia","cn.acuracia"
"40","Afogados da Ingazeira",10,153,153,153,153,39,74,38,47,0.254901960784314,0.483660130718954,0.248366013071895,0.30718954248366
"41","Afogados da Ingazeira",11,306,153,153,153,98,74,35,48,0.320261437908497,0.483660130718954,0.228758169934641,0.313725490196078
"42","Afogados da Ingazeira",12,306,306,306,153,93,167,33,40,0.303921568627451,0.545751633986928,0.107843137254902,0.261437908496732
"43","Afogados da Ingazeira",13,306,153,153,153,87,32,32,21,0.284313725490196,0.209150326797386,0.209150326797386,0.137254901960784
"44","Afogados da Ingazeira",14,153,306,153,306,74,139,55,80,0.483660130718954,0.454248366013072,0.359477124183007,0.261437908496732
"45","Afogados da Ingazeira",15,306,459,153,153,68,112,57,27,0.222222222222222,0.24400871459695,0.372549019607843,0.176470588235294
"46","Afogados da Ingazeira",16,153,306,306,153,40,70,71,32,0.261437908496732,0.228758169934641,0.23202614379085,0.209150326797386
"47","Afogados da Ingazeira",17,306,153,153,306,71,65,29,65,0.23202614379085,0.42483660130719,0.189542483660131,0.212418300653595
"48","Afogados da Ingazeira",18,153,153,153,306,55,36,30,87,0.359477124183007,0.235294117647059,0.196078431372549,0.284313725490196
"49","Afogados da Ingazeira",19,153,306,306,306,40,117,53,106,0.261437908496732,0.382352941176471,0.173202614379085,0.34640522875817
"50","Afogados da Ingazeira",20,153,306,153,306,10,44,59,34,0.065359477124183,0.143790849673203,0.38562091503268,0.111111111111111
"51","Afogados da Ingazeira",21,153,153,306,306,56,39,77,45,0.366013071895425,0.254901960784314,0.251633986928105,0.147058823529412
"52","Afogados da Ingazeira",22,153,306,306,306,41,113,62,145,0.26797385620915,0.369281045751634,0.202614379084967,0.473856209150327
"53","Afogados da Ingazeira",23,306,153,153,153,58,68,22,54,0.189542483660131,0.444444444444444,0.143790849673203,0.352941176470588
"54","Afogados da Ingazeira",24,306,153,153,306,131,39,95,45,0.428104575163399,0.254901960784314,0.620915032679739,0.147058823529412
"55","Afogados da Ingazeira",25,153,459,306,306,57,124,67,66,0.372549019607843,0.270152505446623,0.218954248366013,0.215686274509804
"56","Afogados da Ingazeira",26,306,153,306,153,109,102,32,34,0.356209150326797,0.666666666666667,0.104575163398693,0.222222222222222
"57","Afogados da Ingazeira",27,153,153,153,153,62,23,36,20,0.405228758169935,0.150326797385621,0.235294117647059,0.130718954248366
"58","Afogados da Ingazeira",28,153,153,306,153,65,107,76,38,0.42483660130719,0.699346405228758,0.248366013071895,0.248366013071895
"59","Afogados da Ingazeira",29,153,153,306,153,30,52,125,37,0.196078431372549,0.339869281045752,0.408496732026144,0.241830065359477
"60","Afogados da Ingazeira",30,153,153,153,153,61,65,36,61,0.398692810457516,0.42483660130719,0.235294117647059,0.398692810457516
"61","Afrânio",1,350,350,350,350,76,115,100,48,0.217142857142857,0.328571428571429,0.285714285714286,0.137142857142857
"62","Afrânio",2,350,350,175,350,120,193,20,107,0.342857142857143,0.551428571428571,0.114285714285714,0.305714285714286
"63","Afrânio",3,350,175,350,350,104,52,51,47,0.297142857142857,0.297142857142857,0.145714285714286,0.134285714285714
"64","Afrânio",4,350,350,350,175,57,88,86,40,0.162857142857143,0.251428571428571,0.245714285714286,0.228571428571429
"65","Afrânio",5,175,350,350,350,32,38,66,91,0.182857142857143,0.108571428571429,0.188571428571429,0.26
"66","Afrânio",6,350,700,175,175,88,94,70,44,0.251428571428571,0.134285714285714,0.4,0.251428571428571
"67","Afrânio",7,175,350,175,350,32,44,56,90,0.182857142857143,0.125714285714286,0.32,0.257142857142857
"68","Afrânio",8,350,350,350,350,95,43,76,45,0.271428571428571,0.122857142857143,0.217142857142857,0.128571428571429
"69","Afrânio",9,350,350,350,175,122,119,81,67,0.348571428571429,0.34,0.231428571428571,0.382857142857143
"70","Afrânio",10,175,175,175,175,53,80,38,47,0.302857142857143,0.457142857142857,0.217142857142857,0.268571428571429
"71","Afrânio",11,350,175,175,175,73,69,37,45,0.208571428571429,0.394285714285714,0.211428571428571,0.257142857142857
"72","Afrânio",12,350,350,350,175,115,158,44,50,0.328571428571429,0.451428571428571,0.125714285714286,0.285714285714286
"73","Afrânio",13,350,175,175,175,102,17,28,31,0.291428571428571,0.0971428571428571,0.16,0.177142857142857
"74","Afrânio",14,175,350,175,350,60,147,37,82,0.342857142857143,0.42,0.211428571428571,0.234285714285714
"75","Afrânio",15,350,525,175,175,91,100,58,36,0.26,0.19047619047619,0.331428571428571,0.205714285714286
"76","Afrânio",16,175,350,350,175,30,64,83,32,0.171428571428571,0.182857142857143,0.237142857142857,0.182857142857143
"77","Afrânio",17,350,175,175,350,75,50,37,85,0.214285714285714,0.285714285714286,0.211428571428571,0.242857142857143
"78","Afrânio",18,175,175,175,350,31,24,43,84,0.177142857142857,0.137142857142857,0.245714285714286,0.24
"79","Afrânio",19,175,350,350,350,45,98,63,121,0.257142857142857,0.28,0.18,0.345714285714286
"80","Afrânio",20,175,350,175,350,15,42,69,54,0.0857142857142857,0.12,0.394285714285714,0.154285714285714
"81","Afrânio",21,175,175,350,350,51,49,92,55,0.291428571428571,0.28,0.262857142857143,0.157142857142857
"82","Afrânio",22,175,350,350,350,56,100,74,119,0.32,0.285714285714286,0.211428571428571,0.34
"83","Afrânio",23,350,175,175,175,63,82,32,45,0.18,0.468571428571429,0.182857142857143,0.257142857142857
"84","Afrânio",24,350,175,175,350,115,47,99,45,0.328571428571429,0.268571428571429,0.565714285714286,0.128571428571429
"85","Afrânio",25,175,525,350,350,49,96,71,68,0.28,0.182857142857143,0.202857142857143,0.194285714285714
"86","Afrânio",26,350,175,350,175,100,86,43,29,0.285714285714286,0.491428571428571,0.122857142857143,0.165714285714286
"87","Afrânio",27,175,175,175,175,53,27,69,32,0.302857142857143,0.154285714285714,0.394285714285714,0.182857142857143
"88","Afrânio",28,175,175,350,175,62,79,91,38,0.354285714285714,0.451428571428571,0.26,0.217142857142857
"89","Afrânio",29,175,175,350,175,34,59,135,44,0.194285714285714,0.337142857142857,0.385714285714286,0.251428571428571
"90","Afrânio",30,175,175,175,175,53,58,39,72,0.302857142857143,0.331428571428571,0.222857142857143,0.411428571428571
"91","Agrestina",1,306,306,306,306,99,118,89,41,0.323529411764706,0.38562091503268,0.290849673202614,0.133986928104575
"92","Agrestina",2,306,306,153,306,101,178,14,108,0.330065359477124,0.581699346405229,0.0915032679738562,0.352941176470588
"93","Agrestina",3,306,153,306,306,99,51,35,34,0.323529411764706,0.333333333333333,0.11437908496732,0.111111111111111
"94","Agrestina",4,306,306,306,153,53,99,68,27,0.173202614379085,0.323529411764706,0.222222222222222,0.176470588235294
"95","Agrestina",5,153,306,306,306,38,27,52,76,0.248366013071895,0.0882352941176471,0.169934640522876,0.248366013071895
"96","Agrestina",6,306,612,153,153,93,107,68,34,0.303921568627451,0.17483660130719,0.444444444444444,0.222222222222222
"97","Agrestina",7,153,306,153,306,28,54,41,77,0.183006535947712,0.176470588235294,0.26797385620915,0.251633986928105
"98","Agrestina",8,306,306,306,306,84,53,52,44,0.274509803921569,0.173202614379085,0.169934640522876,0.143790849673203
"99","Agrestina",9,306,306,306,153,137,124,74,35,0.447712418300654,0.405228758169935,0.241830065359477,0.228758169934641
"100","Agrestina",10,153,153,153,153,57,67,32,51,0.372549019607843,0.437908496732026,0.209150326797386,0.333333333333333
"101","Agrestina",11,306,153,153,153,75,65,37,49,0.245098039215686,0.42483660130719,0.241830065359477,0.320261437908497
"102","Agrestina",12,306,306,306,153,122,178,43,46,0.398692810457516,0.581699346405229,0.140522875816993,0.300653594771242
"103","Agrestina",13,306,153,153,153,90,34,34,23,0.294117647058824,0.222222222222222,0.222222222222222,0.150326797385621
"104","Agrestina",14,153,306,153,306,65,125,41,70,0.42483660130719,0.408496732026144,0.26797385620915,0.228758169934641
"105","Agrestina",15,306,459,153,153,60,103,66,31,0.196078431372549,0.224400871459695,0.431372549019608,0.202614379084967
"106","Agrestina",16,153,306,306,153,38,65,79,32,0.248366013071895,0.212418300653595,0.258169934640523,0.209150326797386
"107","Agrestina",17,306,153,153,306,65,56,40,53,0.212418300653595,0.366013071895425,0.261437908496732,0.173202614379085
"108","Agrestina",18,153,153,153,306,52,30,37,91,0.339869281045752,0.196078431372549,0.241830065359477,0.297385620915033
"109","Agrestina",19,153,306,306,306,55,106,47,112,0.359477124183007,0.34640522875817,0.15359477124183,0.366013071895425
"110","Agrestina",20,153,306,153,306,17,40,73,44,0.111111111111111,0.130718954248366,0.477124183006536,0.143790849673203
"111","Agrestina",21,153,153,306,306,62,34,81,36,0.405228758169935,0.222222222222222,0.264705882352941,0.117647058823529
"112","Agrestina",22,153,306,306,306,60,104,63,133,0.392156862745098,0.339869281045752,0.205882352941176,0.434640522875817
"113","Agrestina",23,306,153,153,153,51,85,24,53,0.166666666666667,0.555555555555556,0.156862745098039,0.34640522875817
"114","Agrestina",24,306,153,153,306,111,31,85,53,0.362745098039216,0.202614379084967,0.555555555555556,0.173202614379085
"115","Agrestina",25,153,459,306,306,55,108,57,59,0.359477124183007,0.235294117647059,0.186274509803922,0.19281045751634
"116","Agrestina",26,306,153,306,153,85,92,32,40,0.277777777777778,0.601307189542484,0.104575163398693,0.261437908496732
"117","Agrestina",27,153,153,153,153,49,27,33,17,0.320261437908497,0.176470588235294,0.215686274509804,0.111111111111111
"118","Agrestina",28,153,153,306,153,74,92,66,30,0.483660130718954,0.601307189542484,0.215686274509804,0.196078431372549
"119","Agrestina",29,153,153,306,153,32,51,108,27,0.209150326797386,0.333333333333333,0.352941176470588,0.176470588235294
"120","Agrestina",30,153,153,153,153,68,60,34,48,0.444444444444444,0.392156862745098,0.222222222222222,0.313725490196078
"121","Água Preta",1,358,358,358,358,77,126,87,66,0.215083798882682,0.35195530726257,0.243016759776536,0.184357541899441
"122","Água Preta",2,358,358,179,358,117,178,20,120,0.326815642458101,0.497206703910615,0.111731843575419,0.335195530726257
"123","Água Preta",3,358,179,358,358,104,46,40,43,0.290502793296089,0.256983240223464,0.111731843575419,0.120111731843575
"124","Água Preta",4,358,358,358,179,51,117,79,40,0.142458100558659,0.326815642458101,0.220670391061453,0.223463687150838
"125","Água Preta",5,179,358,358,358,30,35,68,77,0.167597765363128,0.0977653631284916,0.189944134078212,0.215083798882682
"126","Água Preta",6,358,716,179,179,88,114,63,41,0.245810055865922,0.159217877094972,0.35195530726257,0.229050279329609
"127","Água Preta",7,179,358,179,358,28,53,52,87,0.156424581005587,0.14804469273743,0.290502793296089,0.243016759776536
"128","Água Preta",8,358,358,358,358,105,55,74,46,0.293296089385475,0.153631284916201,0.206703910614525,0.128491620111732
"129","Água Preta",9,358,358,358,179,130,133,70,46,0.363128491620112,0.371508379888268,0.195530726256983,0.256983240223464
"130","Água Preta",10,179,179,179,179,60,64,42,45,0.335195530726257,0.357541899441341,0.23463687150838,0.251396648044693
"131","Água Preta",11,358,179,179,179,65,71,40,39,0.181564245810056,0.396648044692737,0.223463687150838,0.217877094972067
"132","Água Preta",12,358,358,358,179,103,173,40,51,0.287709497206704,0.483240223463687,0.111731843575419,0.284916201117318
"133","Água Preta",13,358,179,179,179,92,25,37,31,0.256983240223464,0.139664804469274,0.206703910614525,0.173184357541899
"134","Água Preta",14,179,358,179,358,51,138,50,108,0.284916201117318,0.385474860335196,0.279329608938547,0.301675977653631
"135","Água Preta",15,358,537,179,179,54,111,59,32,0.150837988826816,0.206703910614525,0.329608938547486,0.17877094972067
"136","Água Preta",16,179,358,358,179,44,63,62,31,0.245810055865922,0.175977653631285,0.173184357541899,0.173184357541899
"137","Água Preta",17,358,179,179,358,66,69,33,68,0.184357541899441,0.385474860335196,0.184357541899441,0.189944134078212
"138","Água Preta",18,179,179,179,358,48,44,41,95,0.268156424581006,0.245810055865922,0.229050279329609,0.26536312849162
"139","Água Preta",19,179,358,358,358,30,118,56,128,0.167597765363128,0.329608938547486,0.156424581005587,0.357541899441341
"140","Água Preta",20,179,358,179,358,15,48,69,64,0.0837988826815642,0.134078212290503,0.385474860335196,0.17877094972067
"141","Água Preta",21,179,179,358,358,57,46,78,37,0.318435754189944,0.256983240223464,0.217877094972067,0.103351955307263
"142","Água Preta",22,179,358,358,358,48,114,64,132,0.268156424581006,0.318435754189944,0.17877094972067,0.368715083798883
"143","Água Preta",23,358,179,179,179,57,92,29,47,0.159217877094972,0.513966480446927,0.162011173184358,0.262569832402235
"144","Água Preta",24,358,179,179,358,113,45,85,72,0.315642458100559,0.251396648044693,0.474860335195531,0.201117318435754
"145","Água Preta",25,179,537,358,358,59,113,76,57,0.329608938547486,0.210428305400372,0.212290502793296,0.159217877094972
"146","Água Preta",26,358,179,358,179,80,94,42,40,0.223463687150838,0.525139664804469,0.11731843575419,0.223463687150838
"147","Água Preta",27,179,179,179,179,39,31,29,21,0.217877094972067,0.173184357541899,0.162011173184358,0.11731843575419
"148","Água Preta",28,179,179,358,179,67,95,80,47,0.374301675977654,0.53072625698324,0.223463687150838,0.262569832402235
"149","Água Preta",29,179,179,358,179,46,52,90,40,0.256983240223464,0.290502793296089,0.251396648044693,0.223463687150838
"150","Água Preta",30,179,179,179,179,48,67,33,53,0.268156424581006,0.374301675977654,0.184357541899441,0.29608938547486
"151","Águas Belas",1,408,408,408,408,117,151,112,60,0.286764705882353,0.370098039215686,0.274509803921569,0.147058823529412
"152","Águas Belas",2,408,408,204,408,157,266,28,152,0.384803921568627,0.651960784313726,0.137254901960784,0.372549019607843
"153","Águas Belas",3,408,204,408,408,155,72,62,47,0.379901960784314,0.352941176470588,0.151960784313725,0.115196078431373
"154","Águas Belas",4,408,408,408,204,71,144,87,40,0.174019607843137,0.352941176470588,0.213235294117647,0.196078431372549
"155","Águas Belas",5,204,408,408,408,35,34,64,129,0.17156862745098,0.0833333333333333,0.156862745098039,0.316176470588235
"156","Águas Belas",6,408,816,204,204,115,130,90,34,0.281862745098039,0.159313725490196,0.441176470588235,0.166666666666667
"157","Águas Belas",7,204,408,204,408,38,57,64,98,0.186274509803922,0.139705882352941,0.313725490196078,0.240196078431373
"158","Águas Belas",8,408,408,408,408,100,70,87,51,0.245098039215686,0.17156862745098,0.213235294117647,0.125
"159","Águas Belas",9,408,408,408,204,151,166,108,72,0.370098039215686,0.406862745098039,0.264705882352941,0.352941176470588
"160","Águas Belas",10,204,204,204,204,42,100,55,55,0.205882352941176,0.490196078431373,0.269607843137255,0.269607843137255
"161","Águas Belas",11,408,204,204,204,109,86,52,46,0.267156862745098,0.42156862745098,0.254901960784314,0.225490196078431
"162","Águas Belas",12,408,408,408,204,126,192,43,60,0.308823529411765,0.470588235294118,0.105392156862745,0.294117647058824
"163","Águas Belas",13,408,204,204,204,117,36,40,24,0.286764705882353,0.176470588235294,0.196078431372549,0.117647058823529
"164","Águas Belas",14,204,408,204,408,83,187,48,106,0.406862745098039,0.458333333333333,0.235294117647059,0.259803921568627
"165","Águas Belas",15,408,612,204,204,70,131,86,47,0.17156862745098,0.214052287581699,0.42156862745098,0.230392156862745
"166","Águas Belas",16,204,408,408,204,59,94,108,38,0.28921568627451,0.230392156862745,0.264705882352941,0.186274509803922
"167","Águas Belas",17,408,204,204,408,74,80,44,88,0.181372549019608,0.392156862745098,0.215686274509804,0.215686274509804
"168","Águas Belas",18,204,204,204,408,54,44,48,99,0.264705882352941,0.215686274509804,0.235294117647059,0.242647058823529
"169","Águas Belas",19,204,408,408,408,54,147,57,146,0.264705882352941,0.360294117647059,0.139705882352941,0.357843137254902
"170","Águas Belas",20,204,408,204,408,24,61,82,71,0.117647058823529,0.149509803921569,0.401960784313726,0.174019607843137
"171","Águas Belas",21,204,204,408,408,70,50,125,61,0.343137254901961,0.245098039215686,0.306372549019608,0.149509803921569
"172","Águas Belas",22,204,408,408,408,50,152,69,168,0.245098039215686,0.372549019607843,0.169117647058824,0.411764705882353
"173","Águas Belas",23,408,204,204,204,76,97,35,70,0.186274509803922,0.475490196078431,0.17156862745098,0.343137254901961
"174","Águas Belas",24,408,204,204,408,148,46,116,51,0.362745098039216,0.225490196078431,0.568627450980392,0.125
"175","Águas Belas",25,204,612,408,408,80,157,73,82,0.392156862745098,0.256535947712418,0.178921568627451,0.200980392156863
"176","Águas Belas",26,408,204,408,204,137,133,44,41,0.33578431372549,0.651960784313726,0.107843137254902,0.200980392156863
"177","Águas Belas",27,204,204,204,204,74,29,41,27,0.362745098039216,0.142156862745098,0.200980392156863,0.132352941176471
"178","Águas Belas",28,204,204,408,204,84,108,89,39,0.411764705882353,0.529411764705882,0.218137254901961,0.191176470588235
"179","Águas Belas",29,204,204,408,204,62,66,147,32,0.303921568627451,0.323529411764706,0.360294117647059,0.156862745098039
"180","Águas Belas",30,204,204,204,204,59,111,49,70,0.28921568627451,0.544117647058823,0.240196078431373,0.343137254901961
"181","Alagoinha",1,158,158,158,158,48,61,39,25,0.30379746835443,0.386075949367089,0.246835443037975,0.158227848101266
"182","Alagoinha",2,158,158,79,158,59,105,13,51,0.373417721518987,0.664556962025316,0.164556962025316,0.322784810126582
"183","Alagoinha",3,158,79,158,158,44,20,22,16,0.278481012658228,0.253164556962025,0.139240506329114,0.10126582278481
"184","Alagoinha",4,158,158,158,79,23,52,43,15,0.145569620253165,0.329113924050633,0.272151898734177,0.189873417721519
"185","Alagoinha",5,79,158,158,158,14,11,26,43,0.177215189873418,0.069620253164557,0.164556962025316,0.272151898734177
"186","Alagoinha",6,158,316,79,79,50,54,30,11,0.316455696202532,0.170886075949367,0.379746835443038,0.139240506329114
"187","Alagoinha",7,79,158,79,158,26,14,16,32,0.329113924050633,0.0886075949367089,0.20253164556962,0.20253164556962
"188","Alagoinha",8,158,158,158,158,31,27,40,24,0.19620253164557,0.170886075949367,0.253164556962025,0.151898734177215
"189","Alagoinha",9,158,158,158,79,70,64,46,27,0.443037974683544,0.40506329113924,0.291139240506329,0.341772151898734
"190","Alagoinha",10,79,79,79,79,25,37,16,20,0.316455696202532,0.468354430379747,0.20253164556962,0.253164556962025
"191","Alagoinha",11,158,79,79,79,33,35,21,22,0.208860759493671,0.443037974683544,0.265822784810127,0.278481012658228
"192","Alagoinha",12,158,158,158,79,55,95,14,22,0.348101265822785,0.60126582278481,0.0886075949367089,0.278481012658228
"193","Alagoinha",13,158,79,79,79,52,18,11,10,0.329113924050633,0.227848101265823,0.139240506329114,0.126582278481013
"194","Alagoinha",14,79,158,79,158,26,58,19,47,0.329113924050633,0.367088607594937,0.240506329113924,0.29746835443038
"195","Alagoinha",15,158,237,79,79,29,63,23,10,0.183544303797468,0.265822784810127,0.291139240506329,0.126582278481013
"196","Alagoinha",16,79,158,158,79,17,30,51,11,0.215189873417722,0.189873417721519,0.322784810126582,0.139240506329114
"197","Alagoinha",17,158,79,79,158,27,26,12,30,0.170886075949367,0.329113924050633,0.151898734177215,0.189873417721519
"198","Alagoinha",18,79,79,79,158,24,24,16,38,0.30379746835443,0.30379746835443,0.20253164556962,0.240506329113924
"199","Alagoinha",19,79,158,158,158,22,65,24,52,0.278481012658228,0.411392405063291,0.151898734177215,0.329113924050633
"200","Alagoinha",20,79,158,79,158,11,27,37,25,0.139240506329114,0.170886075949367,0.468354430379747,0.158227848101266
"201","Alagoinha",21,79,79,158,158,32,17,38,28,0.40506329113924,0.215189873417722,0.240506329113924,0.177215189873418
"202","Alagoinha",22,79,158,158,158,29,42,36,52,0.367088607594937,0.265822784810127,0.227848101265823,0.329113924050633
"203","Alagoinha",23,158,79,79,79,33,43,10,26,0.208860759493671,0.544303797468354,0.126582278481013,0.329113924050633
"204","Alagoinha",24,158,79,79,158,49,19,44,22,0.310126582278481,0.240506329113924,0.556962025316456,0.139240506329114
"205","Alagoinha",25,79,237,158,158,32,67,41,30,0.40506329113924,0.282700421940928,0.259493670886076,0.189873417721519
"206","Alagoinha",26,158,79,158,79,40,51,20,18,0.253164556962025,0.645569620253165,0.126582278481013,0.227848101265823
"207","Alagoinha",27,79,79,79,79,20,13,18,5,0.253164556962025,0.164556962025316,0.227848101265823,0.0632911392405063
"208","Alagoinha",28,79,79,158,79,33,44,34,11,0.417721518987342,0.556962025316456,0.215189873417722,0.139240506329114
"209","Alagoinha",29,79,79,158,79,21,30,46,16,0.265822784810127,0.379746835443038,0.291139240506329,0.20253164556962
"210","Alagoinha",30,79,79,79,79,19,33,14,24,0.240506329113924,0.417721518987342,0.177215189873418,0.30379746835443
"211","Aliança",1,466,466,466,466,138,174,147,63,0.296137339055794,0.373390557939914,0.315450643776824,0.13519313304721
"212","Aliança",2,466,466,233,466,155,279,24,164,0.332618025751073,0.598712446351931,0.103004291845494,0.351931330472103
"213","Aliança",3,466,233,466,466,161,73,51,53,0.34549356223176,0.313304721030043,0.109442060085837,0.113733905579399
"214","Aliança",4,466,466,466,233,67,153,115,58,0.143776824034335,0.328326180257511,0.246781115879828,0.248927038626609
"215","Aliança",5,233,466,466,466,45,41,99,122,0.1931330472103,0.0879828326180258,0.21244635193133,0.261802575107296
"216","Aliança",6,466,932,233,233,145,151,97,53,0.311158798283262,0.162017167381974,0.416309012875536,0.227467811158798
"217","Aliança",7,233,466,233,466,48,74,65,114,0.206008583690987,0.158798283261803,0.278969957081545,0.244635193133047
"218","Aliança",8,466,466,466,466,127,100,92,72,0.272532188841202,0.214592274678112,0.197424892703863,0.15450643776824
"219","Aliança",9,466,466,466,233,186,180,88,94,0.399141630901288,0.386266094420601,0.188841201716738,0.40343347639485
"220","Aliança",10,233,233,233,233,59,98,68,62,0.253218884120172,0.420600858369099,0.291845493562232,0.266094420600858
"221","Aliança",11,466,233,233,233,110,96,52,55,0.236051502145923,0.412017167381974,0.223175965665236,0.236051502145923
"222","Aliança",12,466,466,466,233,142,234,52,53,0.304721030042918,0.502145922746781,0.111587982832618,0.227467811158798
"223","Aliança",13,466,233,233,233,110,47,43,22,0.236051502145923,0.201716738197425,0.184549356223176,0.0944206008583691
"224","Aliança",14,233,466,233,466,86,198,58,123,0.369098712446352,0.424892703862661,0.248927038626609,0.263948497854077
"225","Aliança",15,466,699,233,233,92,137,82,44,0.197424892703863,0.195994277539342,0.351931330472103,0.188841201716738
"226","Aliança",16,233,466,466,233,61,105,124,65,0.261802575107296,0.225321888412017,0.266094420600858,0.278969957081545
"227","Aliança",17,466,233,233,466,76,92,45,113,0.163090128755365,0.394849785407725,0.1931330472103,0.242489270386266
"228","Aliança",18,233,233,233,466,70,51,49,114,0.300429184549356,0.218884120171674,0.210300429184549,0.244635193133047
