CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
22;CH;82270;C;8;ROSA;438;;0
23;CH;82519;B;29;ROSA;438;;0
24;CH;77799;C;29;ROSA;438;;0
25;CH;26740;A;16;ROSA;438;;0
26;CH;19410;B;2;ROSA;438;;0
27;CH;28534;C;25;ROSA;438;;0
28;CH;97986;A;28;ROSA;438;;0
29;CH;54004;D;24;ROSA;438;;0
30;CH;53788;C;5;ROSA;438;;0
31;CH;15471;B;18;ROSA;438;;0
32;CH;20338;C;9;ROSA;438;;0
33;CH;85274;A;14;ROSA;438;;0
34;CH;84227;C;19;ROSA;438;;0
35;CH;78972;A;3;ROSA;438;;0
36;CH;81738;E;26;ROSA;438;;0
37;CH;83639;E;25;ROSA;438;;0
38;CH;68289;C;17;ROSA;438;;0
39;CH;60024;C;13;ROSA;438;;0
40;CH;54060;B;12;ROSA;438;;0
41;CH;16422;E;22;ROSA;438;;0
42;CH;28757;D;1;ROSA;438;;0
43;CH;38765;C;15;ROSA;438;;0
44;CH;63479;C;1;ROSA;438;;0
45;CH;15434;A;7;ROSA;438;;0
1;CN;30038;E;29;AMARELA;431;;0
2;CN;29629;A;9;AMARELA;431;;0
3;CN;26499;E;3;AMARELA;431;;0
4;CN;39468;E;11;AMARELA;431;;0
5;CN;49778;B;8;AMARELA;431;;0
6;CN;18168;D;20;AMARELA;431;;0
7;CN;47592;E;12;AMARELA;431;;0
8;CN;36884;E;25;AMARELA;431;;0
9;CN;26559;E;1;AMARELA;431;;0
10;CN;31900;A;15;AMARELA;431;;0
11;CN;55753;C;1;AMARELA;431;;0
12;CN;8568;A;28;AMARELA;431;;0
13;CN;49333;C;27;AMARELA;431;;0
14;CN;18373;B;20;AMARELA;431;;0
15;CN;16902;D;17;AMARELA;431;;0
16;CN;75966;D;22;AMARELA;431;;0
17;CN;17576;C;17;AMARELA;431;;0
18;CN;60918;C;14;AMARELA;431;;0
19;CN;24620;E;19;AMARELA;431;;0
20;CN;25499;B;5;AMARELA;431;;0
21;CN;29759;A;7;AMARELA;431;;0
22;CN;24326;D;18;AMARELA;431;;0
23;CN;25979;E;26;AMARELA;431;;0
24;CN;82202;C;4;AMARELA;431;;0
25;CN;32923;D;18;AMARELA;431;;0
26;CN;48559;B;8;AMARELA;431;;0
27;CN;39732;C;2;AMARELA;431;;0
28;CN;59984;B;2;AMARELA;431;;0
29;CN;47578;B;24;AMARELA;431;;0
30;CN;50248;D;5;AMARELA;431;;0
31;CN;44722;C;13;AMARELA;431;;0
32;CN;30504;C;24;AMARELA;431;;0
33;CN;55248;C;6;AMARELA;431;;0
34;CN;37558;E;21;AMARELA;431;;0
35;CN;81945;B;30;AMARELA;431;;0
36;CN;29492;C;25;AMARELA;431;;0
37;CN;26210;D;23;AMARELA;431;;0
38;CN;37732;D;16;AMARELA;431;;0
39;CN;15945;B;14;AMARELA;431;;0
40;CN;45153;E;19;AMARELA;431;;0
41;CN;48651;A;7;AMARELA;431;;0
42;CN;60062;B;21;AMARELA;431;;0
43;CN;33127;D;13;AMARELA;431;;0
44;CN;60227;D;10;AMARELA;431;;0
45;CN;41025;D;16;AMARELA;431;;0
1;CN;37558;E;21;CINZA;432;;0
2;CN;81945;B;30;CINZA;432;;0
3;CN;29492;C;25;CINZA;432;;0
4;CN;26210;D;23;CINZA;432;;0
5;CN;60062;B;21;CINZA;432;;0
6;CN;33127;D;13;CINZA;432;;0
7;CN;60227;D;10;CINZA;432;;0
8;CN;41025;D;16;CINZA;432;;0
9;CN;60918;C;14;CINZA;432;;0
10;CN;24620;E;19;CINZA;432;;0
11;CN;25499;B;5;CINZA;432;;0
12;CN;47592;E;12;CINZA;432;;0
13;CN;36884;E;25;CINZA;432;;0
14;CN;26559;E;1;CINZA;432;;0
15;CN;31900;A;15;CINZA;432;;0
16;CN;50248;D;5;CINZA;432;;0
17;CN;44722;C;13;CINZA;432;;0
18;CN;30504;C;24;CINZA;432;;0
19;CN;55248;C;6;CINZA;432;;0
20;CN;30038;E;29;CINZA;432;;0
21;CN;29629;A;9;CINZA;432;;0
22;CN;26499;E;3;CINZA;432;;0
23;CN;17576;C;17;CINZA;432;;0
24;CN;48559;B;8;CINZA;432;;0
25;CN;39732;C;2;CINZA;432;;0
26;CN;59984;B;2;CINZA;432;;0
27;CN;47578;B;24;CINZA;432;;0
28;CN;29759;A;7;CINZA;432;;0
29;CN;24326;D;18;CINZA;432;;0
30;CN;25979;E;26;CINZA;432;;0
31;CN;39468;E;11;CINZA;432;;0
32;CN;49778;B;8;CINZA;432;;0
33;CN;18168;D;20;CINZA;432;;0
34;CN;82202;C;4;CINZA;432;;0
35;CN;32923;D;18;CINZA;432;;0
36;CN;16902;D;17;CINZA;432;;0
37;CN;75966;D;22;CINZA;432;;0
38;CN;55753;C;1;CINZA;432;;0
39;CN;8568;A;28;CINZA;432;;0
40;CN;49333;C;27;CINZA;432;;0
41;CN;18373;B;20;CINZA;432;;0
42;CN;37732;D;16;CINZA;432;;0
43;CN;15945;B;14;CINZA;432;;0
44;CN;45153;E;19;CINZA;432;;0
45;CN;48651;A;7;CINZA;432;;0
1;CN;55753;C;1;AZUL;433;;0
2;CN;8568;A;28;AZUL;433;;0
3;CN;49333;C;27;AZUL;433;;0
4;CN;18373;B;20;AZUL;433;;0
5;CN;37732;D;16;AZUL;433;;0
6;CN;15945;B;14;AZUL;433;;0
7;CN;45153;E;19;AZUL;433;;0
8;CN;48651;A;7;AZUL;433;;0
9;CN;39468;E;11;AZUL;433;;0
10;CN;49778;B;8;AZUL;433;;0
11;CN;18168;D;20;AZUL;433;;0
12;CN;30038;E;29;AZUL;433;;0
13;CN;29629;A;9;AZUL;433;;0
14;CN;26499;E;3;AZUL;433;;0
15;CN;47592;E;12;AZUL;433;;0
16;CN;36884;E;25;AZUL;433;;0
17;CN;26559;E;1;AZUL;433;;0
18;CN;31900;A;15;AZUL;433;;0
19;CN;29759;A;7;AZUL;433;;0
20;CN;24326;D;18;AZUL;433;;0
21;CN;25979;E;26;AZUL;433;;0
22;CN;60062;B;21;AZUL;433;;0
23;CN;33127;D;13;AZUL;433;;0
24;CN;60227;D;10;AZUL;433;;0
25;CN;41025;D;16;AZUL;433;;0
26;CN;60918;C;14;AZUL;433;;0
27;CN;24620;E;19;AZUL;433;;0
28;CN;25499;B;5;AZUL;433;;0
29;CN;82202;C;4;AZUL;433;;0
30;CN;32923;D;18;AZUL;433;;0
31;CN;37558;E;21;AZUL;433;;0
32;CN;81945;B;30;AZUL;433;;0
33;CN;29492;C;25;AZUL;433;;0
34;CN;26210;D;23;AZUL;433;;0
35;CN;48559;B;8;AZUL;433;;0
36;CN;39732;C;2;AZUL;433;;0
37;CN;59984;B;2;AZUL;433;;0
38;CN;47578;B;24;AZUL;433;;0
39;CN;50248;D;5;AZUL;433;;0
40;CN;44722;C;13;AZUL;433;;0
41;CN;30504;C;24;AZUL;433;;0
42;CN;55248;C;6;AZUL;433;;0
43;CN;17576;C;17;AZUL;433;;0
44;CN;16902;D;17;AZUL;433;;0
45;CN;75966;D;22;AZUL;433;;0
1;CN;60918;C;14;ROSA;434;;0
2;CN;24620;E;19;ROSA;434;;0
3;CN;25499;B;5;ROSA;434;;0
4;CN;47592;E;12;ROSA;434;;0
5;CN;36884;E;25;ROSA;434;;0
6;CN;26559;E;1;ROSA;434;;0
7;CN;31900;A;15;ROSA;434;;0
8;CN;55753;C;1;ROSA;434;;0
9;CN;8568;A;28;ROSA;434;;0
10;CN;49333;C;27;ROSA;434;;0
11;CN;18373;B;20;ROSA;434;;0
12;CN;37732;D;16;ROSA;434;;0
13;CN;15945;B;14;ROSA;434;;0
14;CN;45153;E;19;ROSA;434;;0
15;CN;48651;A;7;ROSA;434;;0
16;CN;60062;B;21;ROSA;434;;0
17;CN;33127;D;13;ROSA;434;;0
18;CN;60227;D;10;ROSA;434;;0
19;CN;41025;D;16;ROSA;434;;0
20;CN;37558;E;21;ROSA;434;;0
21;CN;81945;B;30;ROSA;434;;0
22;CN;29492;C;25;ROSA;434;;0
23;CN;26210;D;23;ROSA;434;;0
24;CN;30038;E;29;ROSA;434;;0
25;CN;29629;A;9;ROSA;434;;0
26;CN;26499;E;3;ROSA;434;;0
27;CN;50248;D;5;ROSA;434;;0
28;CN;44722;C;13;ROSA;434;;0
29;CN;30504;C;24;ROSA;434;;0
30;CN;55248;C;6;ROSA;434;;0
31;CN;29759;A;7;ROSA;434;;0
32;CN;24326;D;18;ROSA;434;;0
33;CN;25979;E;26;ROSA;434;;0
34;CN;17576;C;17;ROSA;434;;0
35;CN;82202;C;4;ROSA;434;;0
36;CN;32923;D;18;ROSA;434;;0
37;CN;39468;E;11;ROSA;434;;0
38;CN;49778;B;8;ROSA;434;;0
39;CN;18168;D;20;ROSA;434;;0
40;CN;16902;D;17;ROSA;434;;0
41;CN;75966;D;22;ROSA;434;;0
42;CN;48559;B;8;ROSA;434;;0
43;CN;39732;C;2;ROSA;434;;0
44;CN;59984;B;2;ROSA;434;;0
45;CN;47578;B;24;ROSA;434;;0
1;MT;26050;C;26;AMARELA;443;;0
2;MT;27831;B;12;AMARELA;443;;0
3;MT;37469;D;13;AMARELA;443;;0
4;MT;31092;A;10;AMARELA;443;;0
5;MT;15866;D;28;AMARELA;443;;0
6;MT;9714;A;16;AMARELA;443;;0
7;MT;18126;D;15;AMARELA;443;;0
8;MT;12873;E;19;AMARELA;443;;0
9;MT;30605;D;20;AMARELA;443;;0
10;MT;10252;B;22;AMARELA;443;;0
11;MT;32541;E;18;AMARELA;443;;0
12;MT;15011;D;28;AMARELA;443;;0
13;MT;44588;E;29;AMARELA;443;;0
14;MT;23221;A;17;AMARELA;443;;0
15;MT;16883;E;3;AMARELA;443;;0
16;MT;23384;A;11;AMARELA;443;;0
17;MT;41929;B;16;AMARELA;443;;0
18;MT;24604;B;24;AMARELA;443;;0
19;MT;63881;E;19;AMARELA;443;;0
20;MT;48531;E;1;AMARELA;443;;0
21;MT;31029;C;4;AMARELA;443;;0
22;MT;25338;C;21;AMARELA;443;;0
23;MT;17289;A;1;AMARELA;443;;0
24;MT;42244;C;22;AMARELA;443;;0
25;MT;17291;B;3;AMARELA;443;;0
26;MT;27801;C;12;AMARELA;443;;0
27;MT;23077;E;25;AMARELA;443;;0
28;MT;15972;D;21;AMARELA;443;;0
29;MT;27497;D;5;AMARELA;443;;0
30;MT;28085;B;7;AMARELA;443;;0
31;MT;30340;B;24;AMARELA;443;;0
32;MT;32469;D;30;AMARELA;443;;0
33;MT;29448;D;14;AMARELA;443;;0
34;MT;13654;A;17;AMARELA;443;;0
35;MT;20446;D;26;AMARELA;443;;0
36;MT;25193;A;8;AMARELA;443;;0
37;MT;36747;B;6;AMARELA;443;;0
38;MT;44320;C;9;AMARELA;443;;0
39;MT;31337;C;23;AMARELA;443;;0
40;MT;24698;B;6;AMARELA;443;;0
41;MT;29263;D;20;AMARELA;443;;0
42;MT;24623;B;27;AMARELA;443;;0
43;MT;23115;E;11;AMARELA;443;;0
44;MT;8363;C;2;AMARELA;443;;0
45;MT;40623;E;8;AMARELA;443;;0
1;MT;17291;B;3;CINZA;444;;0
2;MT;27801;C;12;CINZA;444;;0
3;MT;23077;E;25;CINZA;444;;0
4;MT;26050;C;26;CINZA;444;;0
5;MT;27831;B;12;CINZA;444;;0
6;MT;37469;D;13;CINZA;444;;0
7;MT;15972;D;21;CINZA;444;;0
8;MT;27497;D;5;CINZA;444;;0
9;MT;28085;B;7;CINZA;444;;0
10;MT;30340;B;24;CINZA;444;;0
11;MT;32469;D;30;CINZA;444;;0
12;MT;18126;D;15;CINZA;444;;0
13;MT;31092;A;10;CINZA;444;;0
14;MT;15866;D;28;CINZA;444;;0
15;MT;9714;A;16;CINZA;444;;0
16;MT;10252;B;22;CINZA;444;;0
17;MT;32541;E;18;CINZA;444;;0
18;MT;15011;D;28;CINZA;444;;0
19;MT;44588;E;29;CINZA;444;;0
20;MT;12873;E;19;CINZA;444;;0
21;MT;30605;D;20;CINZA;444;;0
22;MT;23221;A;17;CINZA;444;;0
23;MT;16883;E;3;CINZA;444;;0
24;MT;23384;A;11;CINZA;444;;0
25;MT;41929;B;16;CINZA;444;;0
26;MT;8363;C;2;CINZA;444;;0
27;MT;40623;E;8;CINZA;444;;0
28;MT;29448;D;14;CINZA;444;;0
29;MT;13654;A;17;CINZA;444;;0
30;MT;20446;D;26;CINZA;444;;0
31;MT;25193;A;8;CINZA;444;;0
32;MT;44320;C;9;CINZA;444;;0
33;MT;31337;C;23;CINZA;444;;0
34;MT;24698;B;6;CINZA;444;;0
35;MT;29263;D;20;CINZA;444;;0
36;MT;24604;B;24;CINZA;444;;0
37;MT;63881;E;19;CINZA;444;;0
38;MT;48531;E;1;CINZA;444;;0
39;MT;31029;C;4;CINZA;444;;0
40;MT;25338;C;21;CINZA;444;;0
41;MT;17289;A;1;CINZA;444;;0
42;MT;42244;C;22;CINZA;444;;0
43;MT;36747;B;6;CINZA;444;;0
44;MT;24623;B;27;CINZA;444;;0
45;MT;23115;E;11;CINZA;444;;0
1;MT;25338;C;21;AZUL;445;;0
2;MT;17289;A;1;AZUL;445;;0
3;MT;42244;C;22;AZUL;445;;0
4;MT;12873;E;19;AZUL;445;;0
5;MT;30605;D;20;AZUL;445;;0
6;MT;23221;A;17;AZUL;445;;0
7;MT;16883;E;3;AZUL;445;;0
8;MT;23384;A;11;AZUL;445;;0
9;MT;41929;B;16;AZUL;445;;0
10;MT;31092;A;10;AZUL;445;;0
11;MT;15866;D;28;AZUL;445;;0
12;MT;9714;A;16;AZUL;445;;0
13;MT;18126;D;15;AZUL;445;;0
14;MT;8363;C;2;AZUL;445;;0
15;MT;40623;E;8;AZUL;445;;0
16;MT;15972;D;21;AZUL;445;;0
17;MT;27497;D;5;AZUL;445;;0
18;MT;28085;B;7;AZUL;445;;0
19;MT;30340;B;24;AZUL;445;;0
20;MT;32469;D;30;AZUL;445;;0
21;MT;24604;B;24;AZUL;445;;0
22;MT;63881;E;19;AZUL;445;;0
23;MT;48531;E;1;AZUL;445;;0
24;MT;31029;C;4;AZUL;445;;0
25;MT;29448;D;14;AZUL;445;;0
26;MT;13654;A;17;AZUL;445;;0
27;MT;20446;D;26;AZUL;445;;0
28;MT;25193;A;8;AZUL;445;;0
29;MT;24623;B;27;AZUL;445;;0
30;MT;23115;E;11;AZUL;445;;0
31;MT;26050;C;26;AZUL;445;;0
32;MT;27831;B;12;AZUL;445;;0
33;MT;37469;D;13;AZUL;445;;0
34;MT;36747;B;6;AZUL;445;;0
35;MT;10252;B;22;AZUL;445;;0
36;MT;32541;E;18;AZUL;445;;0
37;MT;15011;D;28;AZUL;445;;0
38;MT;44588;E;29;AZUL;445;;0
39;MT;17291;B;3;AZUL;445;;0
40;MT;27801;C;12;AZUL;445;;0
41;MT;23077;E;25;AZUL;445;;0
42;MT;44320;C;9;AZUL;445;;0
43;MT;31337;C;23;AZUL;445;;0
44;MT;24698;B;6;AZUL;445;;0
45;MT;29263;D;20;AZUL;445;;0
1;MT;10252;B;22;ROSA;446;;0
2;MT;32541;E;18;ROSA;446;;0
3;MT;15011;D;28;ROSA;446;;0
4;MT;44588;E;29;ROSA;446;;0
5;MT;8363;C;2;ROSA;446;;0
6;MT;40623;E;8;ROSA;446;;0
7;MT;24623;B;27;ROSA;446;;0
8;MT;23115;E;11;ROSA;446;;0
9;MT;36747;B;6;ROSA;446;;0
10;MT;18126;D;15;ROSA;446;;0
11;MT;12873;E;19;ROSA;446;;0
12;MT;30605;D;20;ROSA;446;;0
13;MT;26050;C;26;ROSA;446;;0
14;MT;27831;B;12;ROSA;446;;0
15;MT;37469;D;13;ROSA;446;;0
16;MT;17291;B;3;ROSA;446;;0
17;MT;27801;C;12;ROSA;446;;0
18;MT;23077;E;25;ROSA;446;;0
19;MT;31092;A;10;ROSA;446;;0
20;MT;15866;D;28;ROSA;446;;0
21;MT;9714;A;16;ROSA;446;;0
22;MT;15972;D;21;ROSA;446;;0
23;MT;27497;D;5;ROSA;446;;0
24;MT;28085;B;7;ROSA;446;;0
25;MT;30340;B;24;ROSA;446;;0
26;MT;32469;D;30;ROSA;446;;0
27;MT;23221;A;17;ROSA;446;;0
28;MT;16883;E;3;ROSA;446;;0
29;MT;23384;A;11;ROSA;446;;0
30;MT;41929;B;16;ROSA;446;;0
31;MT;24698;B;6;ROSA;446;;0
32;MT;29263;D;20;ROSA;446;;0
33;MT;44320;C;9;ROSA;446;;0
34;MT;31337;C;23;ROSA;446;;0
35;MT;29448;D;14;ROSA;446;;0
36;MT;13654;A;17;ROSA;446;;0
37;MT;20446;D;26;ROSA;446;;0
38;MT;25193;A;8;ROSA;446;;0
39;MT;24604;B;24;ROSA;446;;0
40;MT;63881;E;19;ROSA;446;;0
41;MT;48531;E;1;ROSA;446;;0
42;MT;31029;C;4;ROSA;446;;0
43;MT;25338;C;21;ROSA;446;;0
44;MT;17289;A;1;ROSA;446;;0
45;MT;42244;C;22;ROSA;446;;0
1;CH;37161;E;28;VERDE;412;;1
2;CH;97477;B;2;VERDE;412;;1
3;CH;98011;C;2;VERDE;412;;1
4;CH;87843;E;3;VERDE;412;;1
5;CH;97893;C;25;VERDE;412;;1
6;CH;90106;A;4;VERDE;412;;1
7;CH;88255;B;24;VERDE;412;;1
8;CH;97019;C;27;VERDE;412;;1
9;CH;85893;A;22;VERDE;412;;1
10;CH;97018;B;27;VERDE;412;;1
11;CH;81399;A;7;VERDE;412;;1
12;CH;55549;D;25;VERDE;412;;1
13;CH;43758;E;6;VERDE;412;;1
14;CH;90248;A;9;VERDE;412;;1
15;CH;86167;C;10;VERDE;412;;1
16;CH;62886;A;11;VERDE;412;;1
17;CH;97654;C;11;VERDE;412;;1
18;CH;89653;A;13;VERDE;412;;1
19;CH;8456;B;6;VERDE;412;;1
20;CH;89189;E;14;VERDE;412;;1
21;CH;86765;E;15;VERDE;412;;1
22;CH;87075;D;15;VERDE;412;;1
23;CH;6990;E;17;VERDE;412;;1
24;CH;90151;C;15;VERDE;412;;1
25;CH;86926;C;16;VERDE;412;;1
26;CH;97090;C;17;VERDE;412;;1
27;CH;39062;B;18;VERDE;412;;1
28;CH;85753;C;19;VERDE;412;;1
29;CH;85853;D;20;VERDE;412;;1
30;CH;23043;D;20;VERDE;412;;1
31;CH;97109;C;29;VERDE;412;;1
32;CH;25316;C;1;VERDE;412;;1
33;CH;47443;A;22;VERDE;412;;1
34;CH;95569;B;23;VERDE;412;;1
35;CH;84164;B;24;VERDE;412;;1
36;CH;95450;A;5;VERDE;412;;1
37;CH;97624;E;26;VERDE;412;;1
38;CH;49478;B;8;VERDE;412;;1
39;CH;89476;E;27;VERDE;412;;1
40;CH;84847;A;1;VERDE;412;;1
41;CH;88347;E;21;VERDE;412;;1
42;CH;89320;C;30;VERDE;412;;1
43;CH;85754;C;12;VERDE;412;;1
44;CH;88311;D;18;VERDE;412;;1
45;CH;96630;C;4;VERDE;412;;1
1;LC;54408;A;5;VERDE;413;0;1
2;LC;39608;D;7;VERDE;413;0;1
3;LC;20054;D;6;VERDE;413;0;1
4;LC;37046;B;7;VERDE;413;0;1
5;LC;89070;D;6;VERDE;413;0;1
6;LC;23581;B;5;VERDE;413;1;1
7;LC;9298;C;6;VERDE;413;1;1
8;LC;84831;E;6;VERDE;413;1;1
9;LC;55113;C;7;VERDE;413;1;1
10;LC;9098;B;7;VERDE;413;1;1
11;LC;82946;E;1;VERDE;413;;1
12;LC;76046;E;1;VERDE;413;;1
13;LC;90039;B;4;VERDE;413;;1
14;LC;77701;E;1;VERDE;413;;1
15;LC;55614;E;11;VERDE;413;;1
16;LC;56332;C;9;VERDE;413;;1
17;LC;84030;E;9;VERDE;413;;1
18;LC;78932;D;28;VERDE;413;;1
19;LC;83163;B;9;VERDE;413;;1
20;LC;97354;C;11;VERDE;413;;1
21;LC;61390;E;12;VERDE;413;;1
22;LC;24160;D;17;VERDE;413;;1
23;LC;83544;B;13;VERDE;413;;1
24;LC;88372;B;12;VERDE;413;;1
25;LC;85055;A;28;VERDE;413;;1
26;LC;78450;A;21;VERDE;413;;1
27;LC;23844;D;20;VERDE;413;;1
28;LC;85799;B;21;VERDE;413;;1
29;LC;82740;E;21;VERDE;413;;1
30;LC;84205;C;23;VERDE;413;;1
31;LC;88888;D;16;VERDE;413;;1
32;LC;84452;A;17;VERDE;413;;1
33;LC;78414;B;23;VERDE;413;;1
34;LC;32474;E;11;VERDE;413;;1
35;LC;97546;A;24;VERDE;413;;1
36;LC;49631;B;24;VERDE;413;;1
37;LC;49725;B;28;VERDE;413;;1
38;LC;98285;A;28;VERDE;413;;1
39;LC;64034;D;29;VERDE;413;;1
40;LC;98302;B;30;VERDE;413;;1
41;LC;96025;C;28;VERDE;413;;1
42;LC;31413;A;12;VERDE;413;;1
43;LC;88511;A;30;VERDE;413;;1
44;LC;85682;E;9;VERDE;413;;1
45;LC;31174;C;22;VERDE;413;;1
46;LC;23784;A;29;VERDE;413;;1
47;LC;98242;C;20;VERDE;413;;1
48;LC;24741;D;12;VERDE;413;;1
49;LC;18642;D;30;VERDE;413;;1
50;LC;53474;D;14;VERDE;413;;1
1;CN;84451;C;26;VERDE;411;;1
2;CN;84127;A;20;VERDE;411;;1
3;CN;95476;C;28;VERDE;411;;1
4;CN;96506;C;4;VERDE;411;;1
5;CN;84268;C;19;VERDE;411;;1
6;CN;97540;D;29;VERDE;411;;1
7;CN;7217;E;24;VERDE;411;;1
8;CN;82170;C;17;VERDE;411;;1
9;CN;88796;E;15;VERDE;411;;1
10;CN;25334;C;8;VERDE;411;;1
11;CN;49675;C;8;VERDE;411;;1
12;CN;31130;B;16;VERDE;411;;1
13;CN;29314;A;12;VERDE;411;;1
14;CN;68726;B;5;VERDE;411;;1
15;CN;31378;B;10;VERDE;411;;1
16;CN;17096;E;17;VERDE;411;;1
17;CN;84538;D;7;VERDE;411;;1
18;CN;43895;C;16;VERDE;411;;1
19;CN;7988;E;19;VERDE;411;;1
20;CN;84118;C;20;VERDE;411;;1
21;CN;64161;B;11;VERDE;411;;1
22;CN;17768;D;25;VERDE;411;;1
23;CN;16685;C;20;VERDE;411;;1
24;CN;9234;C;28;VERDE;411;;1
25;CN;11258;D;24;VERDE;411;;1
26;CN;30219;C;21;VERDE;411;;1
27;CN;42403;B;13;VERDE;411;;1
28;CN;48428;C;2;VERDE;411;;1
29;CN;63900;A;22;VERDE;411;;1
30;CN;10541;A;9;VERDE;411;;1
31;CN;32521;A;9;VERDE;411;;1
32;CN;62903;C;23;VERDE;411;;1
33;CN;63875;A;29;VERDE;411;;1
34;CN;55086;B;18;VERDE;411;;1
35;CN;78586;C;3;VERDE;411;;1
36;CN;60914;C;14;VERDE;411;;1
37;CN;25355;D;19;VERDE;411;;1
38;CN;48526;B;6;VERDE;411;;1
39;CN;13210;B;25;VERDE;411;;1
40;CN;12422;A;8;VERDE;411;;1
41;CN;43292;A;18;VERDE;411;;1
42;CN;84394;E;12;VERDE;411;;1
43;CN;40588;D;27;VERDE;411;;1
44;CN;44513;B;21;VERDE;411;;1
45;CN;87591;A;30;VERDE;411;;1
1;MT;53564;C;29;VERDE;414;;1
2;MT;29384;B;21;VERDE;414;;1
3;MT;79229;D;17;VERDE;414;;1
4;MT;40236;C;9;VERDE;414;;1
5;MT;42021;B;7;VERDE;414;;1
6;MT;17030;B;27;VERDE;414;;1
7;MT;26682;B;2;VERDE;414;;1
8;MT;29614;A;19;VERDE;414;;1
9;MT;24793;B;11;VERDE;414;;1
10;MT;20345;B;5;VERDE;414;;1
11;MT;30829;D;23;VERDE;414;;1
12;MT;60077;C;10;VERDE;414;;1
13;MT;7298;C;16;VERDE;414;;1
14;MT;76581;E;17;VERDE;414;;1
15;MT;30867;C;14;VERDE;414;;1
16;MT;27263;E;12;VERDE;414;;1
17;MT;76582;C;25;VERDE;414;;1
18;MT;29249;B;8;VERDE;414;;1
19;MT;37395;E;25;VERDE;414;;1
20;MT;32976;A;26;VERDE;414;;1
21;MT;31734;D;20;VERDE;414;;1
22;MT;66534;E;1;VERDE;414;;1
23;MT;37146;B;1;VERDE;414;;1
24;MT;40350;A;4;VERDE;414;;1
25;MT;78872;E;15;VERDE;414;;1
26;MT;29735;C;6;VERDE;414;;1
27;MT;68325;A;18;VERDE;414;;1
28;MT;24492;A;8;VERDE;414;;1
29;MT;32721;A;19;VERDE;414;;1
30;MT;47570;D;28;VERDE;414;;1
31;MT;11342;D;12;VERDE;414;;1
32;MT;32457;C;22;VERDE;414;;1
33;MT;28832;D;13;VERDE;414;;1
34;MT;16891;C;3;VERDE;414;;1
35;MT;44263;E;10;VERDE;414;;1
36;MT;12553;D;6;VERDE;414;;1
37;MT;48026;C;24;VERDE;414;;1
38;MT;47561;D;17;VERDE;414;;1
39;MT;39744;D;21;VERDE;414;;1
40;MT;50280;D;16;VERDE;414;;1
41;MT;78667;E;2;VERDE;414;;1
42;MT;55102;E;3;VERDE;414;;1
43;MT;45024;D;28;VERDE;414;;1
44;MT;48116;D;20;VERDE;414;;1
45;MT;42246;B;30;VERDE;414;;1
