CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
11;CN;25204;D;2;LARANJA;407;;1
12;CN;62247;C;19;LARANJA;407;;1
13;CN;76032;B;23;LARANJA;407;;1
14;CN;43722;D;8;LARANJA;407;;1
15;CN;89981;A;9;LARANJA;407;;1
16;CN;29460;D;7;LARANJA;407;;1
17;CN;59980;E;2;LARANJA;407;;1
18;CN;81339;E;17;LARANJA;407;;1
19;CN;81944;B;11;LARANJA;407;;1
20;CN;49555;A;12;LARANJA;407;;1
21;CN;64059;D;5;LARANJA;407;;1
22;CN;26843;E;4;LARANJA;407;;1
23;CN;78598;C;1;LARANJA;407;;1
24;CN;30022;D;25;LARANJA;407;;1
25;CN;42557;C;28;LARANJA;407;;1
26;CN;88873;B;26;LARANJA;407;;1
27;CN;26719;C;22;LARANJA;407;;1
28;CN;88958;D;13;LARANJA;407;;1
29;CN;84223;A;10;LARANJA;407;;1
30;CN;68394;A;8;LARANJA;407;;1
31;CN;18349;E;20;LARANJA;407;;1
32;CN;87974;A;3;LARANJA;407;;1
33;CN;23714;B;6;LARANJA;407;;1
34;CN;39550;C;1;LARANJA;407;;1
35;CN;43880;E;20;LARANJA;407;;1
36;CN;8757;E;19;LARANJA;407;;1
37;CN;48655;A;21;LARANJA;407;;1
38;CN;17983;A;24;LARANJA;407;;1
39;CN;48663;E;29;LARANJA;407;;1
40;CN;11793;C;5;LARANJA;407;;1
41;CN;19943;D;18;LARANJA;407;;1
42;CN;43600;C;28;LARANJA;407;;1
43;CN;81780;C;18;LARANJA;407;;1
44;CN;43703;D;6;LARANJA;407;;1
45;CN;18231;A;14;LARANJA;407;;1
1;MT;68172;C;20;AMARELA;404;;0
2;MT;43906;C;12;AMARELA;404;;0
3;MT;96088;E;5;AMARELA;404;;0
4;MT;45300;C;13;AMARELA;404;;0
5;MT;95803;E;5;AMARELA;404;;0
6;MT;38563;E;24;AMARELA;404;;0
7;MT;61485;C;28;AMARELA;404;;0
8;MT;9189;D;16;AMARELA;404;;0
9;MT;87141;A;19;AMARELA;404;;0
10;MT;84945;D;23;AMARELA;404;;0
11;MT;11758;B;8;AMARELA;404;;0
12;MT;95556;B;9;AMARELA;404;;0
13;MT;96485;D;30;AMARELA;404;;0
14;MT;82352;B;2;AMARELA;404;;0
15;MT;11720;B;14;AMARELA;404;;0
16;MT;86907;D;17;AMARELA;404;;0
17;MT;40005;B;3;AMARELA;404;;0
18;MT;17360;A;25;AMARELA;404;;0
19;MT;43322;E;7;AMARELA;404;;0
20;MT;85776;B;29;AMARELA;404;;0
21;MT;29915;D;15;AMARELA;404;;0
22;MT;16539;D;8;AMARELA;404;;0
23;MT;40235;A;6;AMARELA;404;;0
24;MT;41047;B;29;AMARELA;404;;0
25;MT;89162;E;22;AMARELA;404;;0
26;MT;43940;C;4;AMARELA;404;;0
27;MT;27493;B;16;AMARELA;404;;0
28;MT;85691;D;9;AMARELA;404;;0
29;MT;60584;C;1;AMARELA;404;;0
30;MT;29086;C;11;AMARELA;404;;0
31;MT;81410;D;4;AMARELA;404;;0
32;MT;60724;E;3;AMARELA;404;;0
33;MT;40717;D;21;AMARELA;404;;0
34;MT;87821;B;10;AMARELA;404;;0
35;MT;30042;B;27;AMARELA;404;;0
36;MT;66556;A;28;AMARELA;404;;0
37;MT;60235;C;18;AMARELA;404;;0
38;MT;89339;A;25;AMARELA;404;;0
39;MT;81452;E;1;AMARELA;404;;0
40;MT;87751;A;22;AMARELA;404;;0
41;MT;17384;D;21;AMARELA;404;;0
42;MT;29402;A;26;AMARELA;404;;0
43;MT;96366;E;26;AMARELA;404;;0
44;MT;83860;A;19;AMARELA;404;;0
45;MT;23866;C;12;AMARELA;404;;0
1;MT;95803;E;5;CINZA;406;;0
2;MT;38563;E;24;CINZA;406;;0
3;MT;61485;C;28;CINZA;406;;0
4;MT;9189;D;16;CINZA;406;;0
5;MT;68172;C;20;CINZA;406;;0
6;MT;43906;C;12;CINZA;406;;0
7;MT;96088;E;5;CINZA;406;;0
8;MT;45300;C;13;CINZA;406;;0
9;MT;95556;B;9;CINZA;406;;0
10;MT;96485;D;30;CINZA;406;;0
11;MT;82352;B;2;CINZA;406;;0
12;MT;11720;B;14;CINZA;406;;0
13;MT;86907;D;17;CINZA;406;;0
14;MT;40005;B;3;CINZA;406;;0
15;MT;17360;A;25;CINZA;406;;0
16;MT;43322;E;7;CINZA;406;;0
17;MT;85776;B;29;CINZA;406;;0
18;MT;87141;A;19;CINZA;406;;0
19;MT;84945;D;23;CINZA;406;;0
20;MT;11758;B;8;CINZA;406;;0
21;MT;89162;E;22;CINZA;406;;0
22;MT;43940;C;4;CINZA;406;;0
23;MT;27493;B;16;CINZA;406;;0
24;MT;29915;D;15;CINZA;406;;0
25;MT;16539;D;8;CINZA;406;;0
26;MT;40235;A;6;CINZA;406;;0
27;MT;41047;B;29;CINZA;406;;0
28;MT;81410;D;4;CINZA;406;;0
29;MT;60724;E;3;CINZA;406;;0
30;MT;40717;D;21;CINZA;406;;0
31;MT;81452;E;1;CINZA;406;;0
32;MT;87751;A;22;CINZA;406;;0
33;MT;89339;A;25;CINZA;406;;0
34;MT;85691;D;9;CINZA;406;;0
35;MT;60584;C;1;CINZA;406;;0
36;MT;29086;C;11;CINZA;406;;0
37;MT;17384;D;21;CINZA;406;;0
38;MT;29402;A;26;CINZA;406;;0
39;MT;96366;E;26;CINZA;406;;0
40;MT;83860;A;19;CINZA;406;;0
41;MT;23866;C;12;CINZA;406;;0
42;MT;87821;B;10;CINZA;406;;0
43;MT;30042;B;27;CINZA;406;;0
44;MT;66556;A;28;CINZA;406;;0
45;MT;60235;C;18;CINZA;406;;0
1;MT;87141;A;19;AZUL;403;;0
2;MT;84945;D;23;AZUL;403;;0
3;MT;11758;B;8;AZUL;403;;0
4;MT;68172;C;20;AZUL;403;;0
5;MT;43906;C;12;AZUL;403;;0
6;MT;96088;E;5;AZUL;403;;0
7;MT;45300;C;13;AZUL;403;;0
8;MT;82352;B;2;AZUL;403;;0
9;MT;11720;B;14;AZUL;403;;0
10;MT;86907;D;17;AZUL;403;;0
11;MT;40005;B;3;AZUL;403;;0
12;MT;17360;A;25;AZUL;403;;0
13;MT;43322;E;7;AZUL;403;;0
14;MT;85776;B;29;AZUL;403;;0
15;MT;95556;B;9;AZUL;403;;0
16;MT;96485;D;30;AZUL;403;;0
17;MT;29915;D;15;AZUL;403;;0
18;MT;16539;D;8;AZUL;403;;0
19;MT;40235;A;6;AZUL;403;;0
20;MT;41047;B;29;AZUL;403;;0
21;MT;85691;D;9;AZUL;403;;0
22;MT;60584;C;1;AZUL;403;;0
23;MT;29086;C;11;AZUL;403;;0
24;MT;81410;D;4;AZUL;403;;0
25;MT;60724;E;3;AZUL;403;;0
26;MT;40717;D;21;AZUL;403;;0
27;MT;89162;E;22;AZUL;403;;0
28;MT;43940;C;4;AZUL;403;;0
29;MT;27493;B;16;AZUL;403;;0
30;MT;96366;E;26;AZUL;403;;0
31;MT;83860;A;19;AZUL;403;;0
32;MT;23866;C;12;AZUL;403;;0
33;MT;17384;D;21;AZUL;403;;0
34;MT;29402;A;26;AZUL;403;;0
35;MT;81452;E;1;AZUL;403;;0
36;MT;87751;A;22;AZUL;403;;0
37;MT;89339;A;25;AZUL;403;;0
38;MT;87821;B;10;AZUL;403;;0
39;MT;30042;B;27;AZUL;403;;0
40;MT;66556;A;28;AZUL;403;;0
41;MT;60235;C;18;AZUL;403;;0
42;MT;95803;E;5;AZUL;403;;0
43;MT;38563;E;24;AZUL;403;;0
44;MT;61485;C;28;AZUL;403;;0
45;MT;9189;D;16;AZUL;403;;0
1;MT;82352;B;2;ROSA;405;;0
2;MT;11720;B;14;ROSA;405;;0
3;MT;86907;D;17;ROSA;405;;0
4;MT;40005;B;3;ROSA;405;;0
5;MT;87141;A;19;ROSA;405;;0
6;MT;84945;D;23;ROSA;405;;0
7;MT;11758;B;8;ROSA;405;;0
8;MT;95803;E;5;ROSA;405;;0
9;MT;38563;E;24;ROSA;405;;0
10;MT;61485;C;28;ROSA;405;;0
11;MT;9189;D;16;ROSA;405;;0
12;MT;68172;C;20;ROSA;405;;0
13;MT;43906;C;12;ROSA;405;;0
14;MT;96088;E;5;ROSA;405;;0
15;MT;45300;C;13;ROSA;405;;0
16;MT;17360;A;25;ROSA;405;;0
17;MT;43322;E;7;ROSA;405;;0
18;MT;85776;B;29;ROSA;405;;0
19;MT;95556;B;9;ROSA;405;;0
20;MT;96485;D;30;ROSA;405;;0
21;MT;81410;D;4;ROSA;405;;0
22;MT;60724;E;3;ROSA;405;;0
23;MT;40717;D;21;ROSA;405;;0
24;MT;85691;D;9;ROSA;405;;0
25;MT;60584;C;1;ROSA;405;;0
26;MT;29086;C;11;ROSA;405;;0
27;MT;87821;B;10;ROSA;405;;0
28;MT;30042;B;27;ROSA;405;;0
29;MT;66556;A;28;ROSA;405;;0
30;MT;60235;C;18;ROSA;405;;0
31;MT;89339;A;25;ROSA;405;;0
32;MT;17384;D;21;ROSA;405;;0
33;MT;29402;A;26;ROSA;405;;0
34;MT;96366;E;26;ROSA;405;;0
35;MT;83860;A;19;ROSA;405;;0
36;MT;23866;C;12;ROSA;405;;0
37;MT;81452;E;1;ROSA;405;;0
38;MT;87751;A;22;ROSA;405;;0
39;MT;16539;D;8;ROSA;405;;0
40;MT;40235;A;6;ROSA;405;;0
41;MT;41047;B;29;ROSA;405;;0
42;MT;29915;D;15;ROSA;405;;0
43;MT;89162;E;22;ROSA;405;;0
44;MT;43940;C;4;ROSA;405;;0
45;MT;27493;B;16;ROSA;405;;0
1;MT;68172;C;20;LARANJA;410;;1
2;MT;43906;C;12;LARANJA;410;;1
3;MT;96088;E;5;LARANJA;410;;1
4;MT;45300;C;13;LARANJA;410;;1
5;MT;95803;E;5;LARANJA;410;;1
6;MT;38563;E;24;LARANJA;410;;1
7;MT;61485;C;28;LARANJA;410;;1
8;MT;9189;D;16;LARANJA;410;;1
9;MT;87141;A;19;LARANJA;410;;1
10;MT;84945;D;23;LARANJA;410;;1
11;MT;11758;B;8;LARANJA;410;;1
12;MT;95556;B;9;LARANJA;410;;1
13;MT;96485;D;30;LARANJA;410;;1
14;MT;82352;B;2;LARANJA;410;;1
15;MT;11720;B;14;LARANJA;410;;1
16;MT;86907;D;17;LARANJA;410;;1
17;MT;40005;B;3;LARANJA;410;;1
18;MT;17360;A;25;LARANJA;410;;1
19;MT;43322;E;7;LARANJA;410;;1
20;MT;85776;B;29;LARANJA;410;;1
21;MT;29915;D;15;LARANJA;410;;1
22;MT;16539;D;8;LARANJA;410;;1
23;MT;37775;A;3;LARANJA;410;;1
24;MT;41047;B;29;LARANJA;410;;1
25;MT;89162;E;22;LARANJA;410;;1
26;MT;43940;C;4;LARANJA;410;;1
27;MT;27493;B;16;LARANJA;410;;1
28;MT;85691;D;9;LARANJA;410;;1
29;MT;60584;C;1;LARANJA;410;;1
30;MT;29086;C;11;LARANJA;410;;1
31;MT;81410;D;4;LARANJA;410;;1
32;MT;60724;E;3;LARANJA;410;;1
33;MT;40717;D;21;LARANJA;410;;1
34;MT;87821;B;10;LARANJA;410;;1
35;MT;30042;B;27;LARANJA;410;;1
36;MT;66556;A;28;LARANJA;410;;1
37;MT;60235;C;18;LARANJA;410;;1
38;MT;89339;A;25;LARANJA;410;;1
39;MT;81452;E;1;LARANJA;410;;1
40;MT;87751;A;22;LARANJA;410;;1
41;MT;17384;D;21;LARANJA;410;;1
42;MT;29402;A;26;LARANJA;410;;1
43;MT;96366;E;26;LARANJA;410;;1
44;MT;83860;A;19;LARANJA;410;;1
45;MT;23866;C;12;LARANJA;410;;1
1;LC;18292;B;5;AZUL;439;0;0
2;LC;64089;A;6;AZUL;439;0;0
3;LC;23448;A;7;AZUL;439;0;0
4;LC;37683;C;6;AZUL;439;0;0
5;LC;42335;B;7;AZUL;439;0;0
6;LC;31960;E;8;AZUL;439;1;0
7;LC;40428;B;5;AZUL;439;1;0
8;LC;23968;B;7;AZUL;439;1;0
9;LC;86967;D;5;AZUL;439;1;0
10;LC;28184;C;6;AZUL;439;1;0
11;LC;49475;B;4;AZUL;439;;0
12;LC;85319;B;13;AZUL;439;;0
13;LC;28997;A;17;AZUL;439;;0
14;LC;97302;E;11;AZUL;439;;0
15;LC;62671;E;16;AZUL;439;;0
16;LC;32001;C;24;AZUL;439;;0
17;LC;30686;D;25;AZUL;439;;0
18;LC;25915;A;17;AZUL;439;;0
19;LC;16531;A;11;AZUL;439;;0
20;LC;87833;A;15;AZUL;439;;0
21;LC;23196;E;28;AZUL;439;;0
22;LC;60398;E;13;AZUL;439;;0
23;LC;42793;B;20;AZUL;439;;0
24;LC;87254;A;9;AZUL;439;;0
25;LC;27854;B;24;AZUL;439;;0
26;LC;47209;A;23;AZUL;439;;0
27;LC;39391;A;18;AZUL;439;;0
28;LC;96977;E;17;AZUL;439;;0
29;LC;55323;D;30;AZUL;439;;0
30;LC;81713;A;18;AZUL;439;;0
31;LC;90147;C;1;AZUL;439;;0
32;LC;46834;C;12;AZUL;439;;0
33;LC;86480;A;24;AZUL;439;;0
34;LC;36051;D;29;AZUL;439;;0
35;LC;97266;C;3;AZUL;439;;0
36;LC;78964;E;16;AZUL;439;;0
37;LC;54363;D;13;AZUL;439;;0
38;LC;39582;D;25;AZUL;439;;0
39;LC;49772;D;18;AZUL;439;;0
40;LC;27613;E;30;AZUL;439;;0
41;LC;41382;B;21;AZUL;439;;0
42;LC;88859;A;12;AZUL;439;;0
43;LC;37708;A;23;AZUL;439;;0
44;LC;48608;D;28;AZUL;439;;0
45;LC;86081;C;11;AZUL;439;;0
46;LC;61715;C;27;AZUL;439;;0
47;LC;60045;A;23;AZUL;439;;0
48;LC;96730;D;16;AZUL;439;;0
49;LC;27809;C;17;AZUL;439;;0
50;LC;30269;E;14;AZUL;439;;0
1;LC;23448;A;7;AMARELA;440;0;0
2;LC;42335;B;7;AMARELA;440;0;0
3;LC;37683;C;6;AMARELA;440;0;0
4;LC;18292;B;5;AMARELA;440;0;0
5;LC;64089;A;6;AMARELA;440;0;0
6;LC;86967;D;5;AMARELA;440;1;0
7;LC;23968;B;7;AMARELA;440;1;0
8;LC;28184;C;6;AMARELA;440;1;0
9;LC;31960;E;8;AMARELA;440;1;0
10;LC;40428;B;5;AMARELA;440;1;0
11;LC;87833;A;15;AMARELA;440;;0
12;LC;49475;B;4;AMARELA;440;;0
13;LC;96730;D;16;AMARELA;440;;0
14;LC;27809;C;17;AMARELA;440;;0
15;LC;30269;E;14;AMARELA;440;;0
16;LC;48608;D;28;AMARELA;440;;0
17;LC;86081;C;11;AMARELA;440;;0
18;LC;61715;C;27;AMARELA;440;;0
19;LC;60045;A;23;AMARELA;440;;0
20;LC;39582;D;25;AMARELA;440;;0
21;LC;49772;D;18;AMARELA;440;;0
22;LC;27613;E;30;AMARELA;440;;0
23;LC;41382;B;21;AMARELA;440;;0
24;LC;88859;A;12;AMARELA;440;;0
25;LC;37708;A;23;AMARELA;440;;0
26;LC;97266;C;3;AMARELA;440;;0
27;LC;78964;E;16;AMARELA;440;;0
28;LC;54363;D;13;AMARELA;440;;0
29;LC;86480;A;24;AMARELA;440;;0
30;LC;36051;D;29;AMARELA;440;;0
31;LC;42793;B;20;AMARELA;440;;0
32;LC;87254;A;9;AMARELA;440;;0
33;LC;27854;B;24;AMARELA;440;;0
34;LC;81713;A;18;AMARELA;440;;0
35;LC;90147;C;1;AMARELA;440;;0
36;LC;46834;C;12;AMARELA;440;;0
37;LC;47209;A;23;AMARELA;440;;0
38;LC;39391;A;18;AMARELA;440;;0
39;LC;96977;E;17;AMARELA;440;;0
40;LC;55323;D;30;AMARELA;440;;0
41;LC;25915;A;17;AMARELA;440;;0
42;LC;16531;A;11;AMARELA;440;;0
43;LC;85319;B;13;AMARELA;440;;0
44;LC;23196;E;28;AMARELA;440;;0
45;LC;60398;E;13;AMARELA;440;;0
46;LC;32001;C;24;AMARELA;440;;0
47;LC;30686;D;25;AMARELA;440;;0
48;LC;28997;A;17;AMARELA;440;;0
49;LC;97302;E;11;AMARELA;440;;0
50;LC;62671;E;16;AMARELA;440;;0
1;LC;37683;C;6;BRANCA;441;0;0
2;LC;64089;A;6;BRANCA;441;0;0
3;LC;42335;B;7;BRANCA;441;0;0
4;LC;23448;A;7;BRANCA;441;0;0
5;LC;18292;B;5;BRANCA;441;0;0
6;LC;23968;B;7;BRANCA;441;1;0
7;LC;86967;D;5;BRANCA;441;1;0
8;LC;31960;E;8;BRANCA;441;1;0
9;LC;40428;B;5;BRANCA;441;1;0
10;LC;28184;C;6;BRANCA;441;1;0
11;LC;49475;B;4;BRANCA;441;;0
12;LC;48608;D;28;BRANCA;441;;0
13;LC;81713;A;18;BRANCA;441;;0
14;LC;90147;C;1;BRANCA;441;;0
15;LC;46834;C;12;BRANCA;441;;0
16;LC;96730;D;16;BRANCA;441;;0
17;LC;27809;C;17;BRANCA;441;;0
18;LC;30269;E;14;BRANCA;441;;0
19;LC;62671;E;16;BRANCA;441;;0
20;LC;86081;C;11;BRANCA;441;;0
21;LC;61715;C;27;BRANCA;441;;0
22;LC;60045;A;23;BRANCA;441;;0
23;LC;97266;C;3;BRANCA;441;;0
24;LC;78964;E;16;BRANCA;441;;0
25;LC;54363;D;13;BRANCA;441;;0
26;LC;41382;B;21;BRANCA;441;;0
27;LC;88859;A;12;BRANCA;441;;0
28;LC;37708;A;23;BRANCA;441;;0
29;LC;39582;D;25;BRANCA;441;;0
30;LC;49772;D;18;BRANCA;441;;0
31;LC;27613;E;30;BRANCA;441;;0
32;LC;32001;C;24;BRANCA;441;;0
33;LC;30686;D;25;BRANCA;441;;0
34;LC;47209;A;23;BRANCA;441;;0
35;LC;39391;A;18;BRANCA;441;;0
36;LC;96977;E;17;BRANCA;441;;0
37;LC;55323;D;30;BRANCA;441;;0
38;LC;42793;B;20;BRANCA;441;;0
39;LC;87254;A;9;BRANCA;441;;0
40;LC;27854;B;24;BRANCA;441;;0
41;LC;23196;E;28;BRANCA;441;;0
42;LC;60398;E;13;BRANCA;441;;0
43;LC;28997;A;17;BRANCA;441;;0
44;LC;97302;E;11;BRANCA;441;;0
45;LC;85319;B;13;BRANCA;441;;0
46;LC;86480;A;24;BRANCA;441;;0
47;LC;36051;D;29;BRANCA;441;;0
48;LC;25915;A;17;BRANCA;441;;0
49;LC;16531;A;11;BRANCA;441;;0
50;LC;87833;A;15;BRANCA;441;;0
1;LC;64089;A;6;ROSA;442;0;0
2;LC;37683;C;6;ROSA;442;0;0
3;LC;18292;B;5;ROSA;442;0;0
4;LC;42335;B;7;ROSA;442;0;0
5;LC;23448;A;7;ROSA;442;0;0
6;LC;28184;C;6;ROSA;442;1;0
7;LC;23968;B;7;ROSA;442;1;0
8;LC;40428;B;5;ROSA;442;1;0
9;LC;86967;D;5;ROSA;442;1;0
10;LC;31960;E;8;ROSA;442;1;0
11;LC;42793;B;20;ROSA;442;;0
12;LC;27854;B;24;ROSA;442;;0
13;LC;86480;A;24;ROSA;442;;0
14;LC;36051;D;29;ROSA;442;;0
15;LC;47209;A;23;ROSA;442;;0
16;LC;39391;A;18;ROSA;442;;0
17;LC;96977;E;17;ROSA;442;;0
18;LC;55323;D;30;ROSA;442;;0
19;LC;96730;D;16;ROSA;442;;0
20;LC;27809;C;17;ROSA;442;;0
21;LC;30269;E;14;ROSA;442;;0
22;LC;41382;B;21;ROSA;442;;0
23;LC;88859;A;12;ROSA;442;;0
24;LC;37708;A;23;ROSA;442;;0
25;LC;87254;A;9;ROSA;442;;0
26;LC;85319;B;13;ROSA;442;;0
27;LC;49475;B;4;ROSA;442;;0
28;LC;97266;C;3;ROSA;442;;0
29;LC;78964;E;16;ROSA;442;;0
30;LC;54363;D;13;ROSA;442;;0
31;LC;81713;A;18;ROSA;442;;0
32;LC;90147;C;1;ROSA;442;;0
33;LC;46834;C;12;ROSA;442;;0
34;LC;48608;D;28;ROSA;442;;0
35;LC;86081;C;11;ROSA;442;;0
36;LC;61715;C;27;ROSA;442;;0
37;LC;60045;A;23;ROSA;442;;0
38;LC;23196;E;28;ROSA;442;;0
39;LC;60398;E;13;ROSA;442;;0
40;LC;39582;D;25;ROSA;442;;0
41;LC;49772;D;18;ROSA;442;;0
42;LC;27613;E;30;ROSA;442;;0
43;LC;25915;A;17;ROSA;442;;0
44;LC;16531;A;11;ROSA;442;;0
45;LC;87833;A;15;ROSA;442;;0
46;LC;28997;A;17;ROSA;442;;0
47;LC;97302;E;11;ROSA;442;;0
48;LC;62671;E;16;ROSA;442;;0
49;LC;32001;C;24;ROSA;442;;0
50;LC;30686;D;25;ROSA;442;;0
1;CH;54004;D;24;AZUL;435;;0
2;CH;53788;C;5;AZUL;435;;0
3;CH;15471;B;18;AZUL;435;;0
4;CH;20338;C;9;AZUL;435;;0
5;CH;76958;C;18;AZUL;435;;0
6;CH;82270;C;8;AZUL;435;;0
7;CH;82519;B;29;AZUL;435;;0
8;CH;77799;C;29;AZUL;435;;0
9;CH;26740;A;16;AZUL;435;;0
10;CH;19410;B;2;AZUL;435;;0
11;CH;28534;C;25;AZUL;435;;0
12;CH;97986;A;28;AZUL;435;;0
13;CH;85274;A;14;AZUL;435;;0
14;CH;84227;C;19;AZUL;435;;0
15;CH;78972;A;3;AZUL;435;;0
16;CH;81738;E;26;AZUL;435;;0
17;CH;83639;E;25;AZUL;435;;0
18;CH;84523;E;10;AZUL;435;;0
19;CH;86755;A;21;AZUL;435;;0
20;CH;11098;D;19;AZUL;435;;0
21;CH;97554;E;24;AZUL;435;;0
22;CH;28757;D;1;AZUL;435;;0
23;CH;38765;C;15;AZUL;435;;0
24;CH;63479;C;1;AZUL;435;;0
25;CH;15434;A;7;AZUL;435;;0
26;CH;35526;A;25;AZUL;435;;0
27;CH;63352;A;13;AZUL;435;;0
28;CH;95841;C;26;AZUL;435;;0
29;CH;40827;B;18;AZUL;435;;0
30;CH;54674;A;6;AZUL;435;;0
31;CH;68289;C;17;AZUL;435;;0
32;CH;60024;C;13;AZUL;435;;0
33;CH;54060;B;12;AZUL;435;;0
34;CH;16422;E;22;AZUL;435;;0
35;CH;79165;D;23;AZUL;435;;0
36;CH;24292;A;4;AZUL;435;;0
37;CH;18350;C;3;AZUL;435;;0
38;CH;26920;A;8;AZUL;435;;0
39;CH;49943;A;27;AZUL;435;;0
40;CH;25520;B;6;AZUL;435;;0
41;CH;31752;A;11;AZUL;435;;0
42;CH;53963;A;20;AZUL;435;;0
43;CH;81726;B;30;AZUL;435;;0
44;CH;66987;C;30;AZUL;435;;0
45;CH;66754;D;21;AZUL;435;;0
1;CH;81726;B;30;AMARELA;436;;0
2;CH;66987;C;30;AMARELA;436;;0
3;CH;66754;D;21;AMARELA;436;;0
4;CH;49943;A;27;AMARELA;436;;0
5;CH;25520;B;6;AMARELA;436;;0
6;CH;31752;A;11;AMARELA;436;;0
7;CH;53963;A;20;AMARELA;436;;0
8;CH;79165;D;23;AMARELA;436;;0
9;CH;24292;A;4;AMARELA;436;;0
10;CH;18350;C;3;AMARELA;436;;0
11;CH;26920;A;8;AMARELA;436;;0
12;CH;68289;C;17;AMARELA;436;;0
13;CH;60024;C;13;AMARELA;436;;0
14;CH;54060;B;12;AMARELA;436;;0
15;CH;16422;E;22;AMARELA;436;;0
16;CH;28757;D;1;AMARELA;436;;0
17;CH;38765;C;15;AMARELA;436;;0
18;CH;63479;C;1;AMARELA;436;;0
19;CH;15434;A;7;AMARELA;436;;0
20;CH;35526;A;25;AMARELA;436;;0
21;CH;63352;A;13;AMARELA;436;;0
22;CH;95841;C;26;AMARELA;436;;0
23;CH;40827;B;18;AMARELA;436;;0
24;CH;84523;E;10;AMARELA;436;;0
25;CH;86755;A;21;AMARELA;436;;0
26;CH;11098;D;19;AMARELA;436;;0
27;CH;97554;E;24;AMARELA;436;;0
28;CH;85274;A;14;AMARELA;436;;0
29;CH;84227;C;19;AMARELA;436;;0
30;CH;78972;A;3;AMARELA;436;;0
31;CH;81738;E;26;AMARELA;436;;0
32;CH;83639;E;25;AMARELA;436;;0
33;CH;82519;B;29;AMARELA;436;;0
34;CH;77799;C;29;AMARELA;436;;0
35;CH;26740;A;16;AMARELA;436;;0
36;CH;19410;B;2;AMARELA;436;;0
37;CH;28534;C;25;AMARELA;436;;0
38;CH;97986;A;28;AMARELA;436;;0
39;CH;54004;D;24;AMARELA;436;;0
40;CH;53788;C;5;AMARELA;436;;0
41;CH;15471;B;18;AMARELA;436;;0
42;CH;20338;C;9;AMARELA;436;;0
43;CH;76958;C;18;AMARELA;436;;0
44;CH;82270;C;8;AMARELA;436;;0
45;CH;54674;A;6;AMARELA;436;;0
1;CH;76958;C;18;BRANCA;437;;0
2;CH;82270;C;8;BRANCA;437;;0
3;CH;85274;A;14;BRANCA;437;;0
4;CH;84227;C;19;BRANCA;437;;0
5;CH;78972;A;3;BRANCA;437;;0
6;CH;81738;E;26;BRANCA;437;;0
7;CH;83639;E;25;BRANCA;437;;0
8;CH;54004;D;24;BRANCA;437;;0
9;CH;53788;C;5;BRANCA;437;;0
10;CH;15471;B;18;BRANCA;437;;0
11;CH;20338;C;9;BRANCA;437;;0
12;CH;79165;D;23;BRANCA;437;;0
13;CH;24292;A;4;BRANCA;437;;0
14;CH;18350;C;3;BRANCA;437;;0
15;CH;26920;A;8;BRANCA;437;;0
16;CH;82519;B;29;BRANCA;437;;0
17;CH;77799;C;29;BRANCA;437;;0
18;CH;26740;A;16;BRANCA;437;;0
19;CH;19410;B;2;BRANCA;437;;0
20;CH;28534;C;25;BRANCA;437;;0
21;CH;97986;A;28;BRANCA;437;;0
22;CH;54674;A;6;BRANCA;437;;0
23;CH;81726;B;30;BRANCA;437;;0
24;CH;66987;C;30;BRANCA;437;;0
25;CH;66754;D;21;BRANCA;437;;0
26;CH;68289;C;17;BRANCA;437;;0
27;CH;60024;C;13;BRANCA;437;;0
28;CH;54060;B;12;BRANCA;437;;0
29;CH;16422;E;22;BRANCA;437;;0
30;CH;28757;D;1;BRANCA;437;;0
31;CH;38765;C;15;BRANCA;437;;0
32;CH;63479;C;1;BRANCA;437;;0
33;CH;15434;A;7;BRANCA;437;;0
34;CH;49943;A;27;BRANCA;437;;0
35;CH;25520;B;6;BRANCA;437;;0
36;CH;31752;A;11;BRANCA;437;;0
37;CH;53963;A;20;BRANCA;437;;0
38;CH;84523;E;10;BRANCA;437;;0
39;CH;86755;A;21;BRANCA;437;;0
40;CH;11098;D;19;BRANCA;437;;0
41;CH;97554;E;24;BRANCA;437;;0
42;CH;35526;A;25;BRANCA;437;;0
43;CH;63352;A;13;BRANCA;437;;0
44;CH;95841;C;26;BRANCA;437;;0
45;CH;40827;B;18;BRANCA;437;;0
1;CH;84523;E;10;ROSA;438;;0
2;CH;86755;A;21;ROSA;438;;0
3;CH;11098;D;19;ROSA;438;;0
4;CH;97554;E;24;ROSA;438;;0
5;CH;35526;A;25;ROSA;438;;0
6;CH;63352;A;13;ROSA;438;;0
7;CH;95841;C;26;ROSA;438;;0
8;CH;40827;B;18;ROSA;438;;0
9;CH;81726;B;30;ROSA;438;;0
10;CH;66987;C;30;ROSA;438;;0
11;CH;66754;D;21;ROSA;438;;0
12;CH;49943;A;27;ROSA;438;;0
13;CH;25520;B;6;ROSA;438;;0
14;CH;31752;A;11;ROSA;438;;0
15;CH;53963;A;20;ROSA;438;;0
16;CH;79165;D;23;ROSA;438;;0
17;CH;24292;A;4;ROSA;438;;0
18;CH;18350;C;3;ROSA;438;;0
19;CH;26920;A;8;ROSA;438;;0
20;CH;54674;A;6;ROSA;438;;0
21;CH;76958;C;18;ROSA;438;;0
