"","nome_municipio","num_habilidade","ch.total","lc.total","mt.total","cn.total","ch.acertos","lc.acertos","mt.acertos","cn.acertos","ch.acuracia","lc.acuracia","mt.acuracia","cn.acuracia"
"19","Abreu e Lima",19,1588,794,794,1588,539,149,155,276,0.339420654911839,0.187657430730479,0.195214105793451,0.173803526448363
"20","Abreu e Lima",20,794,794,1588,1588,309,317,369,353,0.389168765743073,0.399244332493703,0.232367758186398,0.222292191435768
"21","Abreu e Lima",21,1588,794,1588,794,461,273,392,148,0.290302267002519,0.343828715365239,0.246851385390428,0.18639798488665
"22","Abreu e Lima",22,794,794,794,794,311,298,187,71,0.39168765743073,0.375314861460957,0.23551637279597,0.0894206549118388
"23","Abreu e Lima",23,794,794,794,794,212,470,158,203,0.267002518891688,0.591939546599496,0.198992443324937,0.255667506297229
"24","Abreu e Lima",24,794,1588,1588,1588,71,478,316,340,0.0894206549118388,0.301007556675063,0.198992443324937,0.214105793450882
"25","Abreu e Lima",25,794,1588,1588,1588,243,888,340,342,0.306045340050378,0.55919395465995,0.214105793450882,0.21536523929471
"26","Abreu e Lima",26,1588,794,1588,794,616,242,317,145,0.387909319899244,0.304785894206549,0.199622166246851,0.182619647355164
"27","Abreu e Lima",27,1588,794,1588,1588,624,104,349,297,0.392947103274559,0.130982367758186,0.219773299748111,0.187027707808564
"28","Abreu e Lima",28,794,794,1588,794,342,134,480,325,0.430730478589421,0.168765743073048,0.302267002518892,0.409319899244332
"29","Abreu e Lima",29,794,794,1588,794,282,255,459,324,0.355163727959698,0.321158690176322,0.28904282115869,0.408060453400504
"30","Abreu e Lima",30,1588,794,794,794,331,352,170,203,0.208438287153652,0.443324937027708,0.214105793450882,0.255667506297229
"31","Afogados da Ingazeira",1,494,741,247,493,163,177,54,98,0.32995951417004,0.238866396761134,0.218623481781377,0.198782961460446
"32","Afogados da Ingazeira",2,247,247,494,493,78,163,85,93,0.315789473684211,0.659919028340081,0.172064777327935,0.188640973630832
"33","Afogados da Ingazeira",3,494,494,495,494,166,107,79,143,0.336032388663968,0.216599190283401,0.15959595959596,0.289473684210526
"34","Afogados da Ingazeira",4,494,247,494,247,227,40,105,31,0.459514170040486,0.161943319838057,0.212550607287449,0.125506072874494
"35","Afogados da Ingazeira",5,494,741,247,494,222,162,78,121,0.449392712550607,0.218623481781377,0.315789473684211,0.244939271255061
"36","Afogados da Ingazeira",6,494,741,492,0,207,89,165,0,0.419028340080972,0.120107962213225,0.335365853658537,NA
"37","Afogados da Ingazeira",7,247,494,247,247,98,90,24,38,0.396761133603239,0.182186234817814,0.097165991902834,0.153846153846154
"38","Afogados da Ingazeira",8,494,494,494,495,208,43,145,173,0.421052631578947,0.0870445344129555,0.293522267206478,0.349494949494949
"39","Afogados da Ingazeira",9,247,247,247,247,44,122,58,66,0.178137651821862,0.493927125506073,0.234817813765182,0.267206477732794
"40","Afogados da Ingazeira",10,247,247,247,247,150,61,83,68,0.607287449392713,0.246963562753036,0.336032388663968,0.275303643724696
"41","Afogados da Ingazeira",11,247,247,248,247,101,64,71,56,0.408906882591093,0.259109311740891,0.286290322580645,0.226720647773279
"42","Afogados da Ingazeira",12,247,494,494,247,22,159,128,76,0.0890688259109312,0.321862348178138,0.259109311740891,0.307692307692308
"43","Afogados da Ingazeira",13,494,247,247,247,124,28,92,67,0.251012145748988,0.11336032388664,0.37246963562753,0.271255060728745
"44","Afogados da Ingazeira",14,494,247,247,495,136,68,45,130,0.275303643724696,0.275303643724696,0.182186234817814,0.262626262626263
"45","Afogados da Ingazeira",15,247,247,247,493,162,71,61,104,0.65587044534413,0.287449392712551,0.246963562753036,0.210953346855984
"46","Afogados da Ingazeira",16,494,1482,247,247,169,401,31,40,0.342105263157895,0.270580296896086,0.125506072874494,0.161943319838057
"47","Afogados da Ingazeira",17,247,494,494,987,81,108,106,237,0.327935222672065,0.218623481781377,0.214574898785425,0.240121580547112
"48","Afogados da Ingazeira",18,494,741,247,495,212,217,51,111,0.42914979757085,0.292847503373819,0.206477732793522,0.224242424242424
"49","Afogados da Ingazeira",19,494,247,247,494,177,59,47,94,0.3582995951417,0.238866396761134,0.190283400809717,0.190283400809717
"50","Afogados da Ingazeira",20,247,247,494,494,95,113,87,102,0.384615384615385,0.45748987854251,0.176113360323887,0.206477732793522
"51","Afogados da Ingazeira",21,494,247,494,248,135,76,132,47,0.273279352226721,0.307692307692308,0.267206477732794,0.189516129032258
"52","Afogados da Ingazeira",22,247,247,247,246,97,107,65,25,0.392712550607287,0.433198380566802,0.263157894736842,0.101626016260163
"53","Afogados da Ingazeira",23,247,247,247,247,73,157,39,64,0.295546558704453,0.635627530364372,0.157894736842105,0.259109311740891
"54","Afogados da Ingazeira",24,247,494,494,494,18,132,82,107,0.0728744939271255,0.267206477732794,0.165991902834008,0.216599190283401
"55","Afogados da Ingazeira",25,247,494,494,494,69,238,128,103,0.279352226720648,0.481781376518219,0.259109311740891,0.208502024291498
"56","Afogados da Ingazeira",26,494,247,494,248,185,62,94,59,0.374493927125506,0.251012145748988,0.190283400809717,0.237903225806452
"57","Afogados da Ingazeira",27,494,247,494,494,192,34,100,84,0.388663967611336,0.137651821862348,0.202429149797571,0.17004048582996
"58","Afogados da Ingazeira",28,247,247,494,247,105,36,154,67,0.425101214574899,0.145748987854251,0.311740890688259,0.271255060728745
"59","Afogados da Ingazeira",29,247,247,494,247,75,81,136,114,0.303643724696356,0.327935222672065,0.275303643724696,0.461538461538462
"60","Afogados da Ingazeira",30,494,247,247,247,92,95,47,47,0.186234817813765,0.384615384615385,0.190283400809717,0.190283400809717
"61","Afrânio",1,376,564,188,376,111,109,43,78,0.295212765957447,0.193262411347518,0.228723404255319,0.207446808510638
"62","Afrânio",2,188,188,376,376,52,120,58,86,0.276595744680851,0.638297872340426,0.154255319148936,0.228723404255319
"63","Afrânio",3,376,376,376,376,113,51,53,128,0.300531914893617,0.13563829787234,0.140957446808511,0.340425531914894
"64","Afrânio",4,376,188,376,188,146,27,64,21,0.388297872340426,0.143617021276596,0.170212765957447,0.111702127659574
"65","Afrânio",5,376,564,188,376,129,115,57,77,0.343085106382979,0.203900709219858,0.303191489361702,0.204787234042553
"66","Afrânio",6,376,564,376,0,136,35,99,0,0.361702127659574,0.0620567375886525,0.263297872340426,NA
"67","Afrânio",7,188,376,188,188,63,72,26,29,0.335106382978723,0.191489361702128,0.138297872340426,0.154255319148936
"68","Afrânio",8,376,376,376,376,152,26,97,130,0.404255319148936,0.0691489361702128,0.257978723404255,0.345744680851064
"69","Afrânio",9,188,188,188,188,36,76,42,49,0.191489361702128,0.404255319148936,0.223404255319149,0.26063829787234
"70","Afrânio",10,188,188,188,188,100,30,61,68,0.531914893617021,0.159574468085106,0.324468085106383,0.361702127659574
"71","Afrânio",11,188,188,188,188,84,49,60,45,0.446808510638298,0.26063829787234,0.319148936170213,0.23936170212766
"72","Afrânio",12,188,376,376,188,14,116,123,87,0.074468085106383,0.308510638297872,0.327127659574468,0.462765957446808
"73","Afrânio",13,376,188,188,188,96,22,54,46,0.25531914893617,0.117021276595745,0.287234042553192,0.24468085106383
"74","Afrânio",14,376,188,188,376,109,43,33,108,0.289893617021277,0.228723404255319,0.175531914893617,0.287234042553192
"75","Afrânio",15,188,188,188,376,103,37,58,83,0.547872340425532,0.196808510638298,0.308510638297872,0.220744680851064
"76","Afrânio",16,376,1128,188,188,151,293,25,24,0.401595744680851,0.259751773049645,0.132978723404255,0.127659574468085
"77","Afrânio",17,188,376,376,752,41,68,76,154,0.218085106382979,0.180851063829787,0.202127659574468,0.204787234042553
"78","Afrânio",18,376,564,188,376,171,171,35,69,0.454787234042553,0.303191489361702,0.186170212765957,0.183510638297872
"79","Afrânio",19,376,188,188,376,102,35,36,66,0.271276595744681,0.186170212765957,0.191489361702128,0.175531914893617
"80","Afrânio",20,188,188,376,376,70,69,63,95,0.372340425531915,0.367021276595745,0.167553191489362,0.252659574468085
"81","Afrânio",21,376,188,376,188,104,51,77,32,0.276595744680851,0.271276595744681,0.204787234042553,0.170212765957447
"82","Afrânio",22,188,188,188,188,65,70,49,16,0.345744680851064,0.372340425531915,0.26063829787234,0.0851063829787234
"83","Afrânio",23,188,188,188,188,33,92,39,47,0.175531914893617,0.48936170212766,0.207446808510638,0.25
"84","Afrânio",24,188,376,376,376,29,99,75,81,0.154255319148936,0.263297872340426,0.199468085106383,0.215425531914894
"85","Afrânio",25,188,376,376,376,41,162,73,73,0.218085106382979,0.430851063829787,0.194148936170213,0.194148936170213
"86","Afrânio",26,376,188,376,188,167,50,64,35,0.444148936170213,0.265957446808511,0.170212765957447,0.186170212765957
"87","Afrânio",27,376,188,376,376,147,16,66,51,0.390957446808511,0.0851063829787234,0.175531914893617,0.13563829787234
"88","Afrânio",28,188,188,376,188,117,24,114,59,0.622340425531915,0.127659574468085,0.303191489361702,0.313829787234043
"89","Afrânio",29,188,188,376,188,60,56,107,70,0.319148936170213,0.297872340425532,0.284574468085106,0.372340425531915
"90","Afrânio",30,376,188,188,188,86,73,29,37,0.228723404255319,0.388297872340426,0.154255319148936,0.196808510638298
"91","Agrestina",1,398,597,199,398,147,114,30,80,0.369346733668342,0.190954773869347,0.150753768844221,0.201005025125628
"92","Agrestina",2,199,199,398,398,60,137,55,85,0.301507537688442,0.688442211055276,0.138190954773869,0.21356783919598
"93","Agrestina",3,398,398,398,398,132,67,56,108,0.331658291457286,0.168341708542714,0.14070351758794,0.271356783919598
"94","Agrestina",4,398,199,398,199,194,22,63,18,0.487437185929648,0.110552763819095,0.158291457286432,0.0904522613065327
"95","Agrestina",5,398,597,199,398,184,109,45,102,0.462311557788945,0.182579564489112,0.226130653266332,0.256281407035176
"96","Agrestina",6,398,597,398,0,171,53,119,0,0.42964824120603,0.0887772194304858,0.298994974874372,NA
"97","Agrestina",7,199,398,199,199,83,55,28,28,0.417085427135678,0.138190954773869,0.14070351758794,0.14070351758794
"98","Agrestina",8,398,398,398,398,172,35,90,134,0.4321608040201,0.0879396984924623,0.226130653266332,0.336683417085427
"99","Agrestina",9,199,199,199,199,52,84,36,39,0.261306532663317,0.422110552763819,0.180904522613065,0.195979899497487
"100","Agrestina",10,199,199,199,199,129,34,52,63,0.648241206030151,0.170854271356784,0.261306532663317,0.316582914572864
"101","Agrestina",11,199,199,199,199,83,66,78,30,0.417085427135678,0.331658291457286,0.391959798994975,0.150753768844221
"102","Agrestina",12,199,398,398,199,28,120,123,81,0.14070351758794,0.301507537688442,0.309045226130653,0.407035175879397
"103","Agrestina",13,398,199,199,199,95,26,65,47,0.238693467336683,0.130653266331658,0.326633165829146,0.236180904522613
"104","Agrestina",14,398,199,199,398,133,36,35,107,0.334170854271357,0.180904522613065,0.175879396984925,0.268844221105528
"105","Agrestina",15,199,199,199,398,128,56,39,89,0.64321608040201,0.281407035175879,0.195979899497487,0.223618090452261
"106","Agrestina",16,398,1194,199,199,166,294,30,23,0.417085427135678,0.246231155778894,0.150753768844221,0.115577889447236
"107","Agrestina",17,199,398,398,796,47,78,80,162,0.236180904522613,0.195979899497487,0.201005025125628,0.203517587939698
"108","Agrestina",18,398,597,199,398,182,146,45,72,0.457286432160804,0.244556113902848,0.226130653266332,0.180904522613065
"109","Agrestina",19,398,199,199,398,132,34,39,82,0.331658291457286,0.170854271356784,0.195979899497487,0.206030150753769
"110","Agrestina",20,199,199,398,398,78,71,67,86,0.391959798994975,0.35678391959799,0.168341708542714,0.21608040201005
"111","Agrestina",21,398,199,398,199,117,72,85,41,0.293969849246231,0.361809045226131,0.21356783919598,0.206030150753769
"112","Agrestina",22,199,199,199,199,92,85,44,15,0.462311557788945,0.42713567839196,0.221105527638191,0.0753768844221105
"113","Agrestina",23,199,199,199,199,51,113,47,42,0.256281407035176,0.5678391959799,0.236180904522613,0.21105527638191
"114","Agrestina",24,199,398,398,398,23,92,64,74,0.115577889447236,0.231155778894472,0.160804020100503,0.185929648241206
"115","Agrestina",25,199,398,398,398,44,195,92,93,0.221105527638191,0.489949748743719,0.231155778894472,0.233668341708543
"116","Agrestina",26,398,199,398,199,146,65,86,37,0.366834170854271,0.326633165829146,0.21608040201005,0.185929648241206
"117","Agrestina",27,398,199,398,398,137,28,77,53,0.344221105527638,0.14070351758794,0.193467336683417,0.133165829145729
"118","Agrestina",28,199,199,398,199,83,37,85,57,0.417085427135678,0.185929648241206,0.21356783919598,0.28643216080402
"119","Agrestina",29,199,199,398,199,73,58,108,82,0.366834170854271,0.291457286432161,0.271356783919598,0.412060301507538
"120","Agrestina",30,398,199,199,199,72,78,38,31,0.180904522613065,0.391959798994975,0.190954773869347,0.155778894472362
"121","Água Preta",1,430,645,215,430,130,170,42,88,0.302325581395349,0.263565891472868,0.195348837209302,0.204651162790698
"122","Água Preta",2,215,215,430,430,59,141,58,84,0.274418604651163,0.655813953488372,0.134883720930233,0.195348837209302
"123","Água Preta",3,430,430,430,430,151,77,61,116,0.351162790697674,0.17906976744186,0.141860465116279,0.269767441860465
"124","Água Preta",4,430,215,430,215,180,28,85,26,0.418604651162791,0.130232558139535,0.197674418604651,0.12093023255814
"125","Água Preta",5,430,645,215,430,148,120,51,104,0.344186046511628,0.186046511627907,0.237209302325581,0.241860465116279
"126","Água Preta",6,430,645,430,0,152,64,128,0,0.353488372093023,0.0992248062015504,0.297674418604651,NA
"127","Água Preta",7,215,430,215,215,83,83,35,29,0.386046511627907,0.193023255813953,0.162790697674419,0.134883720930233
"128","Água Preta",8,430,430,430,430,150,37,115,157,0.348837209302326,0.086046511627907,0.267441860465116,0.365116279069767
"129","Água Preta",9,215,215,215,215,33,97,39,47,0.153488372093023,0.451162790697674,0.181395348837209,0.218604651162791
"130","Água Preta",10,215,215,215,215,127,55,56,68,0.590697674418605,0.255813953488372,0.26046511627907,0.316279069767442
"131","Água Preta",11,215,215,215,215,104,62,62,30,0.483720930232558,0.288372093023256,0.288372093023256,0.13953488372093
"132","Água Preta",12,215,430,430,215,21,113,130,86,0.0976744186046512,0.262790697674419,0.302325581395349,0.4
"133","Água Preta",13,430,215,215,215,91,30,53,49,0.211627906976744,0.13953488372093,0.246511627906977,0.227906976744186
"134","Água Preta",14,430,215,215,430,129,54,43,104,0.3,0.251162790697674,0.2,0.241860465116279
"135","Água Preta",15,215,215,215,430,117,63,43,83,0.544186046511628,0.293023255813953,0.2,0.193023255813953
"136","Água Preta",16,430,1290,215,215,156,273,29,21,0.362790697674419,0.211627906976744,0.134883720930233,0.0976744186046512
"137","Água Preta",17,215,430,430,860,36,80,65,202,0.167441860465116,0.186046511627907,0.151162790697674,0.234883720930233
"138","Água Preta",18,430,645,215,430,182,172,41,68,0.423255813953488,0.266666666666667,0.190697674418605,0.158139534883721
"139","Água Preta",19,430,215,215,430,142,32,35,80,0.330232558139535,0.148837209302326,0.162790697674419,0.186046511627907
"140","Água Preta",20,215,215,430,430,78,94,81,85,0.362790697674419,0.437209302325581,0.188372093023256,0.197674418604651
"141","Água Preta",21,430,215,430,215,94,72,95,28,0.218604651162791,0.334883720930233,0.22093023255814,0.130232558139535
"142","Água Preta",22,215,215,215,215,84,74,44,24,0.390697674418605,0.344186046511628,0.204651162790698,0.111627906976744
"143","Água Preta",23,215,215,215,215,53,96,41,49,0.246511627906977,0.446511627906977,0.190697674418605,0.227906976744186
"144","Água Preta",24,215,430,430,430,16,98,82,85,0.0744186046511628,0.227906976744186,0.190697674418605,0.197674418604651
"145","Água Preta",25,215,430,430,430,58,232,101,85,0.269767441860465,0.53953488372093,0.234883720930233,0.197674418604651
"146","Água Preta",26,430,215,430,215,123,46,94,43,0.286046511627907,0.213953488372093,0.218604651162791,0.2
"147","Água Preta",27,430,215,430,430,130,31,81,70,0.302325581395349,0.144186046511628,0.188372093023256,0.162790697674419
"148","Água Preta",28,215,215,430,215,86,34,121,72,0.4,0.158139534883721,0.281395348837209,0.334883720930233
"149","Água Preta",29,215,215,430,215,68,76,119,70,0.316279069767442,0.353488372093023,0.276744186046512,0.325581395348837
"150","Água Preta",30,430,215,215,215,81,87,34,55,0.188372093023256,0.404651162790698,0.158139534883721,0.255813953488372
"151","Águas Belas",1,482,723,241,482,158,173,46,107,0.327800829875519,0.239280774550484,0.190871369294606,0.221991701244813
"152","Águas Belas",2,241,241,482,482,82,158,72,102,0.340248962655602,0.655601659751037,0.149377593360996,0.211618257261411
"153","Águas Belas",3,482,482,482,482,159,92,69,157,0.329875518672199,0.190871369294606,0.143153526970954,0.325726141078838
"154","Águas Belas",4,482,241,482,241,212,44,103,35,0.439834024896266,0.182572614107884,0.213692946058091,0.145228215767635
"155","Águas Belas",5,482,723,241,482,209,116,61,127,0.433609958506224,0.160442600276625,0.253112033195021,0.263485477178423
"156","Águas Belas",6,482,723,482,0,208,70,122,0,0.431535269709544,0.0968188105117566,0.253112033195021,NA
"157","Águas Belas",7,241,482,241,241,97,81,34,48,0.402489626556017,0.16804979253112,0.141078838174274,0.199170124481328
"158","Águas Belas",8,482,482,482,482,186,45,152,157,0.385892116182573,0.0933609958506224,0.315352697095436,0.325726141078838
"159","Águas Belas",9,241,241,241,241,61,103,50,41,0.253112033195021,0.427385892116183,0.20746887966805,0.170124481327801
"160","Águas Belas",10,241,241,241,241,144,44,83,84,0.597510373443983,0.182572614107884,0.344398340248963,0.348547717842324
"161","Águas Belas",11,241,241,241,241,99,74,84,44,0.410788381742739,0.307053941908714,0.348547717842324,0.182572614107884
"162","Águas Belas",12,241,482,482,241,19,154,148,90,0.0788381742738589,0.319502074688797,0.307053941908714,0.37344398340249
"163","Águas Belas",13,482,241,241,241,117,39,64,77,0.242738589211618,0.161825726141079,0.265560165975104,0.319502074688797
"164","Águas Belas",14,482,241,241,482,156,67,40,126,0.323651452282158,0.278008298755187,0.16597510373444,0.261410788381743
"165","Águas Belas",15,241,241,241,482,136,77,57,107,0.564315352697095,0.319502074688797,0.236514522821577,0.221991701244813
"166","Águas Belas",16,482,1446,241,241,152,368,40,32,0.315352697095436,0.254495159059474,0.16597510373444,0.132780082987552
"167","Águas Belas",17,241,482,482,964,56,81,87,204,0.232365145228216,0.16804979253112,0.180497925311203,0.211618257261411
"168","Águas Belas",18,482,723,241,482,207,219,44,109,0.429460580912863,0.302904564315353,0.182572614107884,0.226141078838174
"169","Águas Belas",19,482,241,241,482,157,47,36,90,0.325726141078838,0.195020746887967,0.149377593360996,0.186721991701245
"170","Águas Belas",20,241,241,482,482,84,108,86,101,0.348547717842324,0.448132780082988,0.178423236514523,0.20954356846473
"171","Águas Belas",21,482,241,482,241,134,81,110,38,0.278008298755187,0.336099585062241,0.228215767634855,0.157676348547718
"172","Águas Belas",22,241,241,241,241,71,75,53,25,0.294605809128631,0.311203319502075,0.219917012448133,0.103734439834025
"173","Águas Belas",23,241,241,241,241,54,131,50,62,0.224066390041494,0.54356846473029,0.20746887966805,0.257261410788382
"174","Águas Belas",24,241,482,482,482,14,125,90,96,0.0580912863070539,0.259336099585062,0.186721991701245,0.199170124481328
"175","Águas Belas",25,241,482,482,482,70,239,108,104,0.29045643153527,0.495850622406639,0.224066390041494,0.215767634854772
"176","Águas Belas",26,482,241,482,241,159,69,102,34,0.329875518672199,0.286307053941909,0.211618257261411,0.141078838174274
"177","Águas Belas",27,482,241,482,482,175,25,85,77,0.363070539419087,0.103734439834025,0.176348547717842,0.159751037344398
"178","Águas Belas",28,241,241,482,241,127,41,123,59,0.526970954356846,0.170124481327801,0.255186721991701,0.244813278008299
"179","Águas Belas",29,241,241,482,241,67,75,149,105,0.278008298755187,0.311203319502075,0.309128630705394,0.435684647302905
"180","Águas Belas",30,482,241,241,241,116,82,48,64,0.240663900414938,0.340248962655602,0.199170124481328,0.265560165975104
"181","Alagoinha",1,198,297,99,198,67,68,20,47,0.338383838383838,0.228956228956229,0.202020202020202,0.237373737373737
"182","Alagoinha",2,99,99,198,198,38,69,36,38,0.383838383838384,0.696969696969697,0.181818181818182,0.191919191919192
"183","Alagoinha",3,198,198,198,198,60,41,28,54,0.303030303030303,0.207070707070707,0.141414141414141,0.272727272727273
"184","Alagoinha",4,198,99,198,99,90,6,42,10,0.454545454545455,0.0606060606060606,0.212121212121212,0.101010101010101
"185","Alagoinha",5,198,297,99,198,81,57,30,44,0.409090909090909,0.191919191919192,0.303030303030303,0.222222222222222
"186","Alagoinha",6,198,297,198,0,86,28,65,0,0.434343434343434,0.0942760942760943,0.328282828282828,NA
"187","Alagoinha",7,99,198,99,99,46,34,14,13,0.464646464646465,0.171717171717172,0.141414141414141,0.131313131313131
"188","Alagoinha",8,198,198,198,198,80,16,49,75,0.404040404040404,0.0808080808080808,0.247474747474747,0.378787878787879
"189","Alagoinha",9,99,99,99,99,14,38,22,24,0.141414141414141,0.383838383838384,0.222222222222222,0.242424242424242
"190","Alagoinha",10,99,99,99,99,55,17,33,27,0.555555555555556,0.171717171717172,0.333333333333333,0.272727272727273
"191","Alagoinha",11,99,99,99,99,44,34,30,21,0.444444444444444,0.343434343434343,0.303030303030303,0.212121212121212
"192","Alagoinha",12,99,198,198,99,16,55,64,39,0.161616161616162,0.277777777777778,0.323232323232323,0.393939393939394
"193","Alagoinha",13,198,99,99,99,45,9,34,22,0.227272727272727,0.0909090909090909,0.343434343434343,0.222222222222222
"194","Alagoinha",14,198,99,99,198,59,27,17,56,0.297979797979798,0.272727272727273,0.171717171717172,0.282828282828283
"195","Alagoinha",15,99,99,99,198,59,27,24,30,0.595959595959596,0.272727272727273,0.242424242424242,0.151515151515152
"196","Alagoinha",16,198,594,99,99,66,135,15,19,0.333333333333333,0.227272727272727,0.151515151515152,0.191919191919192
"197","Alagoinha",17,99,198,198,396,24,41,46,90,0.242424242424242,0.207070707070707,0.232323232323232,0.227272727272727
"198","Alagoinha",18,198,297,99,198,85,84,21,42,0.429292929292929,0.282828282828283,0.212121212121212,0.212121212121212
"199","Alagoinha",19,198,99,99,198,78,19,24,33,0.393939393939394,0.191919191919192,0.242424242424242,0.166666666666667
"200","Alagoinha",20,99,99,198,198,48,43,35,38,0.484848484848485,0.434343434343434,0.176767676767677,0.191919191919192
"201","Alagoinha",21,198,99,198,99,61,31,57,20,0.308080808080808,0.313131313131313,0.287878787878788,0.202020202020202
"202","Alagoinha",22,99,99,99,99,32,31,18,13,0.323232323232323,0.313131313131313,0.181818181818182,0.131313131313131
"203","Alagoinha",23,99,99,99,99,25,59,20,25,0.252525252525253,0.595959595959596,0.202020202020202,0.252525252525253
"204","Alagoinha",24,99,198,198,198,4,46,36,37,0.0404040404040404,0.232323232323232,0.181818181818182,0.186868686868687
"205","Alagoinha",25,99,198,198,198,20,103,45,41,0.202020202020202,0.52020202020202,0.227272727272727,0.207070707070707
"206","Alagoinha",26,198,99,198,99,70,25,32,17,0.353535353535354,0.252525252525253,0.161616161616162,0.171717171717172
"207","Alagoinha",27,198,99,198,198,69,7,32,27,0.348484848484849,0.0707070707070707,0.161616161616162,0.136363636363636
"208","Alagoinha",28,99,99,198,99,40,13,55,30,0.404040404040404,0.131313131313131,0.277777777777778,0.303030303030303
"209","Alagoinha",29,99,99,198,99,29,24,62,42,0.292929292929293,0.242424242424242,0.313131313131313,0.424242424242424
"210","Alagoinha",30,198,99,99,99,36,36,18,24,0.181818181818182,0.363636363636364,0.181818181818182,0.242424242424242
"211","Aliança",1,488,732,244,486,148,138,59,86,0.30327868852459,0.188524590163934,0.241803278688525,0.176954732510288
"212","Aliança",2,244,244,488,486,83,146,90,113,0.340163934426229,0.598360655737705,0.184426229508197,0.232510288065844
"213","Aliança",3,488,488,490,488,156,111,69,151,0.319672131147541,0.227459016393443,0.140816326530612,0.309426229508197
"214","Aliança",4,488,244,488,244,196,32,67,24,0.401639344262295,0.131147540983607,0.137295081967213,0.0983606557377049
"215","Aliança",5,488,732,244,488,189,129,58,101,0.387295081967213,0.176229508196721,0.237704918032787,0.206967213114754
"216","Aliança",6,488,732,484,0,195,72,133,0,0.399590163934426,0.0983606557377049,0.274793388429752,NA
"217","Aliança",7,244,488,244,244,104,84,31,40,0.426229508196721,0.172131147540984,0.127049180327869,0.163934426229508
"218","Aliança",8,488,488,488,490,188,54,124,185,0.385245901639344,0.110655737704918,0.254098360655738,0.377551020408163
"219","Aliança",9,244,244,244,244,39,103,42,79,0.159836065573771,0.422131147540984,0.172131147540984,0.323770491803279
"220","Aliança",10,244,244,244,244,161,40,68,70,0.659836065573771,0.163934426229508,0.278688524590164,0.286885245901639
"221","Aliança",11,244,244,246,244,112,77,93,59,0.459016393442623,0.315573770491803,0.378048780487805,0.241803278688525
"222","Aliança",12,244,488,488,244,26,146,169,85,0.10655737704918,0.299180327868852,0.346311475409836,0.348360655737705
"223","Aliança",13,488,244,244,244,96,37,62,65,0.19672131147541,0.151639344262295,0.254098360655738,0.266393442622951
"224","Aliança",14,488,244,244,490,142,57,33,126,0.290983606557377,0.233606557377049,0.135245901639344,0.257142857142857
"225","Aliança",15,244,244,244,486,150,77,50,116,0.614754098360656,0.315573770491803,0.204918032786885,0.238683127572016
"226","Aliança",16,488,1464,244,244,169,360,41,28,0.346311475409836,0.245901639344262,0.168032786885246,0.114754098360656
"227","Aliança",17,244,488,488,974,57,93,85,201,0.233606557377049,0.190573770491803,0.174180327868852,0.206365503080082
"228","Aliança",18,488,732,244,490,211,171,44,94,0.432377049180328,0.233606557377049,0.180327868852459,0.191836734693878
